Text Collection,# of Positive Labeled Documents,k,One Class Learning Threshold,F1 Score
oh10,10,9,average-3sigma,0.0093
oh10,10,9,average,0.0000
oh10,10,9,minimum,0.0432
oh10,20,11,0.05,0.2774
oh10,20,11,0.10,0.4966
oh10,20,11,0.15,0.5272
oh10,20,11,0.20,0.4429
oh10,20,11,0.25,0.3253
oh10,20,11,0.30,0.2180
oh10,20,11,0.35,0.1232
oh10,20,11,0.40,0.0733
oh10,20,11,0.45,0.0498
oh10,20,11,0.50,0.0298
oh10,20,11,0.55,0.0174
oh10,20,11,0.60,0.0086
oh10,20,11,0.65,0.0028
oh10,20,11,0.70,0.0016
oh10,20,11,0.75,0.0009
oh10,20,11,0.80,0.0002
oh10,20,11,0.85,0.0000
oh10,20,11,0.90,0.0000
oh10,20,11,0.95,0.0000
oh10,20,11,average+1sigma,0.0009
oh10,20,11,average+2sigma,0.0007
oh10,20,11,average+3sigma,0.0004
oh10,20,11,average-1sigma,0.0143
oh10,20,11,average-2sigma,0.0235
oh10,20,11,average-3sigma,0.0597
oh10,20,11,average,0.0055
oh10,20,11,minimum,0.2130
oh10,20,13,0.05,0.2688
oh10,20,13,0.10,0.4773
oh10,20,13,0.15,0.5157
oh10,20,13,0.20,0.4501
oh10,20,13,0.25,0.3385
oh10,20,13,0.30,0.2374
oh10,20,13,0.35,0.1495
oh10,20,13,0.40,0.0947
oh10,20,13,0.45,0.0639
oh10,20,13,0.50,0.0410
oh10,20,13,0.55,0.0280
oh10,20,13,0.60,0.0191
oh10,20,13,0.65,0.0063
oh10,20,13,0.70,0.0031
oh10,20,13,0.75,0.0025
oh10,20,13,0.80,0.0014
oh10,20,13,0.85,0.0000
oh10,20,13,0.90,0.0000
oh10,20,13,0.95,0.0000
oh10,20,13,average+1sigma,0.0010
oh10,20,13,average+2sigma,0.0008
oh10,20,13,average+3sigma,0.0008
oh10,20,13,average-1sigma,0.0028
oh10,20,13,average-2sigma,0.0081
oh10,20,13,average-3sigma,0.0137
oh10,20,13,average,0.0017
oh10,20,13,minimum,0.1558
oh10,20,15,0.05,0.2658
oh10,20,15,0.10,0.4691
oh10,20,15,0.15,0.5118
oh10,20,15,0.20,0.4534
oh10,20,15,0.25,0.3390
oh10,20,15,0.30,0.2344
oh10,20,15,0.35,0.1503
oh10,20,15,0.40,0.1030
oh10,20,15,0.45,0.0667
oh10,20,15,0.50,0.0436
oh10,20,15,0.55,0.0283
oh10,20,15,0.60,0.0198
oh10,20,15,0.65,0.0046
oh10,20,15,0.70,0.0023
oh10,20,15,0.75,0.0014
oh10,20,15,0.80,0.0010
oh10,20,15,0.85,0.0000
oh10,20,15,0.90,0.0000
oh10,20,15,0.95,0.0000
oh10,20,15,average+1sigma,0.0006
oh10,20,15,average+2sigma,0.0006
oh10,20,15,average+3sigma,0.0006
oh10,20,15,average-1sigma,0.0013
oh10,20,15,average-2sigma,0.0045
oh10,20,15,average-3sigma,0.0094
oh10,20,15,average,0.0011
oh10,20,15,minimum,0.1242
oh10,20,17,0.05,0.2655
oh10,20,17,0.10,0.4701
oh10,20,17,0.15,0.5123
oh10,20,17,0.20,0.4462
oh10,20,17,0.25,0.3348
oh10,20,17,0.30,0.2370
oh10,20,17,0.35,0.1509
oh10,20,17,0.40,0.0960
oh10,20,17,0.45,0.0659
oh10,20,17,0.50,0.0462
oh10,20,17,0.55,0.0286
oh10,20,17,0.60,0.0173
oh10,20,17,0.65,0.0051
oh10,20,17,0.70,0.0027
oh10,20,17,0.75,0.0013
oh10,20,17,0.80,0.0010
oh10,20,17,0.85,0.0000
oh10,20,17,0.90,0.0000
oh10,20,17,0.95,0.0000
oh10,20,17,average+1sigma,0.0010
oh10,20,17,average+2sigma,0.0006
oh10,20,17,average+3sigma,0.0004
oh10,20,17,average-1sigma,0.0015
oh10,20,17,average-2sigma,0.0028
oh10,20,17,average-3sigma,0.0076
oh10,20,17,average,0.0010
oh10,20,17,minimum,0.1477
oh10,20,19,0.05,0.2647
oh10,20,19,0.10,0.4671
oh10,20,19,0.15,0.5078
oh10,20,19,0.20,0.4444
oh10,20,19,0.25,0.3340
oh10,20,19,0.30,0.2334
oh10,20,19,0.35,0.1471
oh10,20,19,0.40,0.0979
oh10,20,19,0.45,0.0655
oh10,20,19,0.50,0.0466
oh10,20,19,0.55,0.0276
oh10,20,19,0.60,0.0184
oh10,20,19,0.65,0.0024
oh10,20,19,0.70,0.0018
oh10,20,19,0.75,0.0011
oh10,20,19,0.80,0.0008
oh10,20,19,0.85,0.0000
oh10,20,19,0.90,0.0000
oh10,20,19,0.95,0.0000
oh10,20,19,average+1sigma,0.0006
oh10,20,19,average+2sigma,0.0006
oh10,20,19,average+3sigma,0.0006
oh10,20,19,average-1sigma,0.0027
oh10,20,19,average-2sigma,0.0084
oh10,20,19,average-3sigma,0.0132
oh10,20,19,average,0.0009
oh10,20,19,minimum,0.1283
oh10,20,1,0.05,0.3114
oh10,20,1,0.10,0.6051
oh10,20,1,0.15,0.5999
oh10,20,1,0.20,0.4701
oh10,20,1,0.25,0.3125
oh10,20,1,0.30,0.1591
oh10,20,1,0.35,0.0662
oh10,20,1,0.40,0.0243
oh10,20,1,0.45,0.0071
oh10,20,1,0.50,0.0023
oh10,20,1,0.55,0.0002
oh10,20,1,0.60,0.0000
oh10,20,1,0.65,0.0000
oh10,20,1,0.70,0.0000
oh10,20,1,0.75,0.0000
oh10,20,1,0.80,0.0000
oh10,20,1,0.85,0.0000
oh10,20,1,0.90,0.0000
oh10,20,1,0.95,0.0000
oh10,20,1,average+1sigma,0.0857
oh10,20,1,average+2sigma,0.0634
oh10,20,1,average+3sigma,0.0526
oh10,20,1,average-1sigma,0.1444
oh10,20,1,average-2sigma,0.1893
oh10,20,1,average-3sigma,0.2449
oh10,20,1,average,0.1080
oh10,20,1,minimum,0.5620
oh10,20,3,0.05,0.3082
oh10,20,3,0.10,0.5677
oh10,20,3,0.15,0.5665
oh10,20,3,0.20,0.4467
oh10,20,3,0.25,0.2994
oh10,20,3,0.30,0.1730
oh10,20,3,0.35,0.0849
oh10,20,3,0.40,0.0424
oh10,20,3,0.45,0.0182
oh10,20,3,0.50,0.0076
oh10,20,3,0.55,0.0048
oh10,20,3,0.60,0.0033
oh10,20,3,0.65,0.0020
oh10,20,3,0.70,0.0000
oh10,20,3,0.75,0.0000
oh10,20,3,0.80,0.0000
oh10,20,3,0.85,0.0000
oh10,20,3,0.90,0.0000
oh10,20,3,0.95,0.0000
oh10,20,3,average+1sigma,0.0152
oh10,20,3,average+2sigma,0.0115
oh10,20,3,average+3sigma,0.0099
oh10,20,3,average-1sigma,0.0351
oh10,20,3,average-2sigma,0.0578
oh10,20,3,average-3sigma,0.0884
oh10,20,3,average,0.0201
oh10,20,3,minimum,0.4095
oh10,20,5,0.05,0.3020
oh10,20,5,0.10,0.5366
oh10,20,5,0.15,0.5383
oh10,20,5,0.20,0.4355
oh10,20,5,0.25,0.2985
oh10,20,5,0.30,0.1831
oh10,20,5,0.35,0.1038
oh10,20,5,0.40,0.0545
oh10,20,5,0.45,0.0313
oh10,20,5,0.50,0.0175
oh10,20,5,0.55,0.0099
oh10,20,5,0.60,0.0057
oh10,20,5,0.65,0.0033
oh10,20,5,0.70,0.0011
oh10,20,5,0.75,0.0000
oh10,20,5,0.80,0.0000
oh10,20,5,0.85,0.0000
oh10,20,5,0.90,0.0000
oh10,20,5,0.95,0.0000
oh10,20,5,average+1sigma,0.0116
oh10,20,5,average+2sigma,0.0074
oh10,20,5,average+3sigma,0.0066
oh10,20,5,average-1sigma,0.0181
oh10,20,5,average-2sigma,0.0232
oh10,20,5,average-3sigma,0.0419
oh10,20,5,average,0.0144
oh10,20,5,minimum,0.2886
oh10,20,7,0.05,0.2880
oh10,20,7,0.10,0.5116
oh10,20,7,0.15,0.5307
oh10,20,7,0.20,0.4400
oh10,20,7,0.25,0.3077
oh10,20,7,0.30,0.1908
oh10,20,7,0.35,0.1094
oh10,20,7,0.40,0.0671
oh10,20,7,0.45,0.0385
oh10,20,7,0.50,0.0245
oh10,20,7,0.55,0.0134
oh10,20,7,0.60,0.0092
oh10,20,7,0.65,0.0033
oh10,20,7,0.70,0.0022
oh10,20,7,0.75,0.0013
oh10,20,7,0.80,0.0010
oh10,20,7,0.85,0.0000
oh10,20,7,0.90,0.0000
oh10,20,7,0.95,0.0000
oh10,20,7,average+1sigma,0.0056
oh10,20,7,average+2sigma,0.0042
oh10,20,7,average+3sigma,0.0042
oh10,20,7,average-1sigma,0.0141
oh10,20,7,average-2sigma,0.0190
oh10,20,7,average-3sigma,0.0271
oh10,20,7,average,0.0099
oh10,20,7,minimum,0.2486
oh10,20,9,0.05,0.2821
oh10,20,9,0.10,0.4959
oh10,20,9,0.15,0.5208
oh10,20,9,0.20,0.4397
oh10,20,9,0.25,0.3257
oh10,20,9,0.30,0.2122
oh10,20,9,0.35,0.1334
oh10,20,9,0.40,0.0831
oh10,20,9,0.45,0.0501
oh10,20,9,0.50,0.0308
oh10,20,9,0.55,0.0189
oh10,20,9,0.60,0.0127
oh10,20,9,0.65,0.0035
oh10,20,9,0.70,0.0022
oh10,20,9,0.75,0.0012
oh10,20,9,0.80,0.0008
oh10,20,9,0.85,0.0000
oh10,20,9,0.90,0.0000
oh10,20,9,0.95,0.0000
oh10,20,9,average+1sigma,0.0030
oh10,20,9,average+2sigma,0.0015
oh10,20,9,average+3sigma,0.0005
oh10,20,9,average-1sigma,0.0118
oh10,20,9,average-2sigma,0.0173
oh10,20,9,average-3sigma,0.0248
oh10,20,9,average,0.0049
oh10,20,9,minimum,0.1975
oh10,30,11,0.05,0.2336
oh10,30,11,0.10,0.4534
oh10,30,11,0.15,0.5313
oh10,30,11,0.20,0.4758
oh10,30,11,0.25,0.3688
oh10,30,11,0.30,0.2530
oh10,30,11,0.35,0.1577
oh10,30,11,0.40,0.0926
oh10,30,11,0.45,0.0606
oh10,30,11,0.50,0.0383
oh10,30,11,0.55,0.0239
oh10,30,11,0.60,0.0140
oh10,30,11,0.65,0.0009
oh10,30,11,0.70,0.0004
oh10,30,11,0.75,0.0000
oh10,30,11,0.80,0.0000
oh10,30,11,0.85,0.0000
oh10,30,11,0.90,0.0000
oh10,30,11,0.95,0.0000
oh10,30,11,average+1sigma,0.0057
oh10,30,11,average+2sigma,0.0048
oh10,30,11,average+3sigma,0.0026
oh10,30,11,average-1sigma,0.0184
oh10,30,11,average-2sigma,0.0231
oh10,30,11,average-3sigma,0.0351
oh10,30,11,average,0.0114
oh10,30,11,minimum,0.3088
oh10,30,13,0.05,0.2282
oh10,30,13,0.10,0.4356
oh10,30,13,0.15,0.5113
oh10,30,13,0.20,0.4709
oh10,30,13,0.25,0.3717
oh10,30,13,0.30,0.2669
oh10,30,13,0.35,0.1807
oh10,30,13,0.40,0.1150
oh10,30,13,0.45,0.0689
oh10,30,13,0.50,0.0482
oh10,30,13,0.55,0.0306
oh10,30,13,0.60,0.0193
oh10,30,13,0.65,0.0064
oh10,30,13,0.70,0.0015
oh10,30,13,0.75,0.0013
oh10,30,13,0.80,0.0000
oh10,30,13,0.85,0.0000
oh10,30,13,0.90,0.0000
oh10,30,13,0.95,0.0000
oh10,30,13,average+1sigma,0.0041
oh10,30,13,average+2sigma,0.0030
oh10,30,13,average+3sigma,0.0023
oh10,30,13,average-1sigma,0.0160
oh10,30,13,average-2sigma,0.0238
oh10,30,13,average-3sigma,0.0306
oh10,30,13,average,0.0112
oh10,30,13,minimum,0.2584
oh10,30,15,0.05,0.2244
oh10,30,15,0.10,0.4293
oh10,30,15,0.15,0.5083
oh10,30,15,0.20,0.4775
oh10,30,15,0.25,0.3891
oh10,30,15,0.30,0.2704
oh10,30,15,0.35,0.1812
oh10,30,15,0.40,0.1160
oh10,30,15,0.45,0.0743
oh10,30,15,0.50,0.0482
oh10,30,15,0.55,0.0297
oh10,30,15,0.60,0.0180
oh10,30,15,0.65,0.0096
oh10,30,15,0.70,0.0051
oh10,30,15,0.75,0.0028
oh10,30,15,0.80,0.0012
oh10,30,15,0.85,0.0000
oh10,30,15,0.90,0.0000
oh10,30,15,0.95,0.0000
oh10,30,15,average+1sigma,0.0040
oh10,30,15,average+2sigma,0.0030
oh10,30,15,average+3sigma,0.0023
oh10,30,15,average-1sigma,0.0101
oh10,30,15,average-2sigma,0.0150
oh10,30,15,average-3sigma,0.0217
oh10,30,15,average,0.0080
oh10,30,15,minimum,0.2516
oh10,30,17,0.05,0.2228
oh10,30,17,0.10,0.4248
oh10,30,17,0.15,0.5083
oh10,30,17,0.20,0.4697
oh10,30,17,0.25,0.3746
oh10,30,17,0.30,0.2674
oh10,30,17,0.35,0.1764
oh10,30,17,0.40,0.1111
oh10,30,17,0.45,0.0715
oh10,30,17,0.50,0.0532
oh10,30,17,0.55,0.0293
oh10,30,17,0.60,0.0160
oh10,30,17,0.65,0.0045
oh10,30,17,0.70,0.0038
oh10,30,17,0.75,0.0007
oh10,30,17,0.80,0.0007
oh10,30,17,0.85,0.0000
oh10,30,17,0.90,0.0000
oh10,30,17,0.95,0.0000
oh10,30,17,average+1sigma,0.0013
oh10,30,17,average+2sigma,0.0011
oh10,30,17,average+3sigma,0.0004
oh10,30,17,average-1sigma,0.0111
oh10,30,17,average-2sigma,0.0241
oh10,30,17,average-3sigma,0.0411
oh10,30,17,average,0.0047
oh10,30,17,minimum,0.2532
oh10,30,19,0.05,0.2189
oh10,30,19,0.10,0.4138
oh10,30,19,0.15,0.5012
oh10,30,19,0.20,0.4720
oh10,30,19,0.25,0.3827
oh10,30,19,0.30,0.2838
oh10,30,19,0.35,0.1845
oh10,30,19,0.40,0.1161
oh10,30,19,0.45,0.0717
oh10,30,19,0.50,0.0477
oh10,30,19,0.55,0.0285
oh10,30,19,0.60,0.0193
oh10,30,19,0.65,0.0057
oh10,30,19,0.70,0.0028
oh10,30,19,0.75,0.0017
oh10,30,19,0.80,0.0010
oh10,30,19,0.85,0.0000
oh10,30,19,0.90,0.0000
oh10,30,19,0.95,0.0000
oh10,30,19,average+1sigma,0.0016
oh10,30,19,average+2sigma,0.0015
oh10,30,19,average+3sigma,0.0011
oh10,30,19,average-1sigma,0.0035
oh10,30,19,average-2sigma,0.0076
oh10,30,19,average-3sigma,0.0142
oh10,30,19,average,0.0020
oh10,30,19,minimum,0.2256
oh10,30,1,0.05,0.2591
oh10,30,1,0.10,0.5697
oh10,30,1,0.15,0.6197
oh10,30,1,0.20,0.5104
oh10,30,1,0.25,0.3637
oh10,30,1,0.30,0.2132
oh10,30,1,0.35,0.0986
oh10,30,1,0.40,0.0419
oh10,30,1,0.45,0.0107
oh10,30,1,0.50,0.0036
oh10,30,1,0.55,0.0002
oh10,30,1,0.60,0.0000
oh10,30,1,0.65,0.0000
oh10,30,1,0.70,0.0000
oh10,30,1,0.75,0.0000
oh10,30,1,0.80,0.0000
oh10,30,1,0.85,0.0000
oh10,30,1,0.90,0.0000
oh10,30,1,0.95,0.0000
oh10,30,1,average+1sigma,0.1802
oh10,30,1,average+2sigma,0.1494
oh10,30,1,average+3sigma,0.1290
oh10,30,1,average-1sigma,0.2378
oh10,30,1,average-2sigma,0.2788
oh10,30,1,average-3sigma,0.3249
oh10,30,1,average,0.2070
oh10,30,1,minimum,0.6202
oh10,30,3,0.05,0.2591
oh10,30,3,0.10,0.5327
oh10,30,3,0.15,0.5857
oh10,30,3,0.20,0.4914
oh10,30,3,0.25,0.3527
oh10,30,3,0.30,0.2147
oh10,30,3,0.35,0.1116
oh10,30,3,0.40,0.0538
oh10,30,3,0.45,0.0255
oh10,30,3,0.50,0.0105
oh10,30,3,0.55,0.0043
oh10,30,3,0.60,0.0012
oh10,30,3,0.65,0.0009
oh10,30,3,0.70,0.0000
oh10,30,3,0.75,0.0000
oh10,30,3,0.80,0.0000
oh10,30,3,0.85,0.0000
oh10,30,3,0.90,0.0000
oh10,30,3,0.95,0.0000
oh10,30,3,average+1sigma,0.0468
oh10,30,3,average+2sigma,0.0369
oh10,30,3,average+3sigma,0.0303
oh10,30,3,average-1sigma,0.0717
oh10,30,3,average-2sigma,0.0979
oh10,30,3,average-3sigma,0.1253
oh10,30,3,average,0.0560
oh10,30,3,minimum,0.5165
oh10,30,5,0.05,0.2549
oh10,30,5,0.10,0.5080
oh10,30,5,0.15,0.5619
oh10,30,5,0.20,0.4808
oh10,30,5,0.25,0.3596
oh10,30,5,0.30,0.2371
oh10,30,5,0.35,0.1400
oh10,30,5,0.40,0.0764
oh10,30,5,0.45,0.0447
oh10,30,5,0.50,0.0241
oh10,30,5,0.55,0.0144
oh10,30,5,0.60,0.0089
oh10,30,5,0.65,0.0031
oh10,30,5,0.70,0.0003
oh10,30,5,0.75,0.0000
oh10,30,5,0.80,0.0000
oh10,30,5,0.85,0.0000
oh10,30,5,0.90,0.0000
oh10,30,5,0.95,0.0000
oh10,30,5,average+1sigma,0.0295
oh10,30,5,average+2sigma,0.0240
oh10,30,5,average+3sigma,0.0232
oh10,30,5,average-1sigma,0.0477
oh10,30,5,average-2sigma,0.0596
oh10,30,5,average-3sigma,0.0845
oh10,30,5,average,0.0352
oh10,30,5,minimum,0.4390
oh10,30,7,0.05,0.2457
oh10,30,7,0.10,0.4848
oh10,30,7,0.15,0.5507
oh10,30,7,0.20,0.4790
oh10,30,7,0.25,0.3628
oh10,30,7,0.30,0.2427
oh10,30,7,0.35,0.1456
oh10,30,7,0.40,0.0856
oh10,30,7,0.45,0.0520
oh10,30,7,0.50,0.0287
oh10,30,7,0.55,0.0182
oh10,30,7,0.60,0.0091
oh10,30,7,0.65,0.0060
oh10,30,7,0.70,0.0019
oh10,30,7,0.75,0.0005
oh10,30,7,0.80,0.0005
oh10,30,7,0.85,0.0000
oh10,30,7,0.90,0.0000
oh10,30,7,0.95,0.0000
oh10,30,7,average+1sigma,0.0179
oh10,30,7,average+2sigma,0.0164
oh10,30,7,average+3sigma,0.0142
oh10,30,7,average-1sigma,0.0274
oh10,30,7,average-2sigma,0.0386
oh10,30,7,average-3sigma,0.0538
oh10,30,7,average,0.0225
oh10,30,7,minimum,0.3758
oh10,30,9,0.05,0.2378
oh10,30,9,0.10,0.4709
oh10,30,9,0.15,0.5329
oh10,30,9,0.20,0.4723
oh10,30,9,0.25,0.3561
oh10,30,9,0.30,0.2427
oh10,30,9,0.35,0.1341
oh10,30,9,0.40,0.0737
oh10,30,9,0.45,0.0391
oh10,30,9,0.50,0.0189
oh10,30,9,0.55,0.0116
oh10,30,9,0.60,0.0070
oh10,30,9,0.65,0.0028
oh10,30,9,0.70,0.0011
oh10,30,9,0.75,0.0002
oh10,30,9,0.80,0.0002
oh10,30,9,0.85,0.0000
oh10,30,9,0.90,0.0000
oh10,30,9,0.95,0.0000
oh10,30,9,average+1sigma,0.0083
oh10,30,9,average+2sigma,0.0061
oh10,30,9,average+3sigma,0.0036
oh10,30,9,average-1sigma,0.0116
oh10,30,9,average-2sigma,0.0161
oh10,30,9,average-3sigma,0.0252
oh10,30,9,average,0.0105
oh10,30,9,minimum,0.3551
oh10,5,11,0.05,0.4212
oh10,5,11,0.10,0.4860
oh10,5,11,0.15,0.3745
oh10,5,11,0.20,0.2500
oh10,5,11,0.25,0.1587
oh10,5,11,0.30,0.0923
oh10,5,11,0.35,0.0539
oh10,5,11,0.40,0.0354
oh10,5,11,0.45,0.0224
oh10,5,11,0.50,0.0151
oh10,5,11,0.55,0.0091
oh10,5,11,0.60,0.0056
oh10,5,11,0.65,0.0008
oh10,5,11,0.70,0.0002
oh10,5,11,0.75,0.0002
oh10,5,11,0.80,0.0002
oh10,5,11,0.85,0.0000
oh10,5,11,0.90,0.0000
oh10,5,11,0.95,0.0000
oh10,5,11,average+1sigma,0.0000
oh10,5,11,average+2sigma,0.0000
oh10,5,11,average+3sigma,0.0000
oh10,5,11,average-1sigma,0.0004
oh10,5,11,average-2sigma,0.0022
oh10,5,11,average-3sigma,0.0117
oh10,5,11,average,0.0000
oh10,5,11,minimum,0.0104
oh10,5,13,0.05,0.4212
oh10,5,13,0.10,0.4860
oh10,5,13,0.15,0.3745
oh10,5,13,0.20,0.2500
oh10,5,13,0.25,0.1587
oh10,5,13,0.30,0.0923
oh10,5,13,0.35,0.0539
oh10,5,13,0.40,0.0354
oh10,5,13,0.45,0.0224
oh10,5,13,0.50,0.0151
oh10,5,13,0.55,0.0091
oh10,5,13,0.60,0.0056
oh10,5,13,0.65,0.0008
oh10,5,13,0.70,0.0002
oh10,5,13,0.75,0.0002
oh10,5,13,0.80,0.0002
oh10,5,13,0.85,0.0000
oh10,5,13,0.90,0.0000
oh10,5,13,0.95,0.0000
oh10,5,13,average+1sigma,0.0000
oh10,5,13,average+2sigma,0.0000
oh10,5,13,average+3sigma,0.0000
oh10,5,13,average-1sigma,0.0004
oh10,5,13,average-2sigma,0.0022
oh10,5,13,average-3sigma,0.0117
oh10,5,13,average,0.0000
oh10,5,13,minimum,0.0104
oh10,5,15,0.05,0.4212
oh10,5,15,0.10,0.4860
oh10,5,15,0.15,0.3745
oh10,5,15,0.20,0.2500
oh10,5,15,0.25,0.1587
oh10,5,15,0.30,0.0923
oh10,5,15,0.35,0.0539
oh10,5,15,0.40,0.0354
oh10,5,15,0.45,0.0224
oh10,5,15,0.50,0.0151
oh10,5,15,0.55,0.0091
oh10,5,15,0.60,0.0056
oh10,5,15,0.65,0.0008
oh10,5,15,0.70,0.0002
oh10,5,15,0.75,0.0002
oh10,5,15,0.80,0.0002
oh10,5,15,0.85,0.0000
oh10,5,15,0.90,0.0000
oh10,5,15,0.95,0.0000
oh10,5,15,average+1sigma,0.0000
oh10,5,15,average+2sigma,0.0000
oh10,5,15,average+3sigma,0.0000
oh10,5,15,average-1sigma,0.0004
oh10,5,15,average-2sigma,0.0022
oh10,5,15,average-3sigma,0.0117
oh10,5,15,average,0.0000
oh10,5,15,minimum,0.0104
oh10,5,17,0.05,0.4212
oh10,5,17,0.10,0.4860
oh10,5,17,0.15,0.3745
oh10,5,17,0.20,0.2500
oh10,5,17,0.25,0.1587
oh10,5,17,0.30,0.0923
oh10,5,17,0.35,0.0539
oh10,5,17,0.40,0.0354
oh10,5,17,0.45,0.0224
oh10,5,17,0.50,0.0151
oh10,5,17,0.55,0.0091
oh10,5,17,0.60,0.0056
oh10,5,17,0.65,0.0008
oh10,5,17,0.70,0.0002
oh10,5,17,0.75,0.0002
oh10,5,17,0.80,0.0002
oh10,5,17,0.85,0.0000
oh10,5,17,0.90,0.0000
oh10,5,17,0.95,0.0000
oh10,5,17,average+1sigma,0.0000
oh10,5,17,average+2sigma,0.0000
oh10,5,17,average+3sigma,0.0000
oh10,5,17,average-1sigma,0.0004
oh10,5,17,average-2sigma,0.0022
oh10,5,17,average-3sigma,0.0117
oh10,5,17,average,0.0000
oh10,5,17,minimum,0.0104
oh10,5,19,0.05,0.4212
oh10,5,19,0.10,0.4860
oh10,5,19,0.15,0.3745
oh10,5,19,0.20,0.2500
oh10,5,19,0.25,0.1587
oh10,5,19,0.30,0.0923
oh10,5,19,0.35,0.0539
oh10,5,19,0.40,0.0354
oh10,5,19,0.45,0.0224
oh10,5,19,0.50,0.0151
oh10,5,19,0.55,0.0091
oh10,5,19,0.60,0.0056
oh10,5,19,0.65,0.0008
oh10,5,19,0.70,0.0002
oh10,5,19,0.75,0.0002
oh10,5,19,0.80,0.0002
oh10,5,19,0.85,0.0000
oh10,5,19,0.90,0.0000
oh10,5,19,0.95,0.0000
oh10,5,19,average+1sigma,0.0000
oh10,5,19,average+2sigma,0.0000
oh10,5,19,average+3sigma,0.0000
oh10,5,19,average-1sigma,0.0004
oh10,5,19,average-2sigma,0.0022
oh10,5,19,average-3sigma,0.0117
oh10,5,19,average,0.0000
oh10,5,19,minimum,0.0104
oh10,5,1,0.05,0.4753
oh10,5,1,0.10,0.5235
oh10,5,1,0.15,0.3599
oh10,5,1,0.20,0.2084
oh10,5,1,0.25,0.1045
oh10,5,1,0.30,0.0482
oh10,5,1,0.35,0.0211
oh10,5,1,0.40,0.0076
oh10,5,1,0.45,0.0050
oh10,5,1,0.50,0.0034
oh10,5,1,0.55,0.0020
oh10,5,1,0.60,0.0004
oh10,5,1,0.65,0.0000
oh10,5,1,0.70,0.0000
oh10,5,1,0.75,0.0000
oh10,5,1,0.80,0.0000
oh10,5,1,0.85,0.0000
oh10,5,1,0.90,0.0000
oh10,5,1,0.95,0.0000
oh10,5,1,average+1sigma,0.0012
oh10,5,1,average+2sigma,0.0004
oh10,5,1,average+3sigma,0.0004
oh10,5,1,average-1sigma,0.0044
oh10,5,1,average-2sigma,0.0079
oh10,5,1,average-3sigma,0.0432
oh10,5,1,average,0.0024
oh10,5,1,minimum,0.0290
oh10,5,3,0.05,0.4409
oh10,5,3,0.10,0.4889
oh10,5,3,0.15,0.3615
oh10,5,3,0.20,0.2342
oh10,5,3,0.25,0.1356
oh10,5,3,0.30,0.0779
oh10,5,3,0.35,0.0452
oh10,5,3,0.40,0.0252
oh10,5,3,0.45,0.0152
oh10,5,3,0.50,0.0097
oh10,5,3,0.55,0.0049
oh10,5,3,0.60,0.0042
oh10,5,3,0.65,0.0018
oh10,5,3,0.70,0.0008
oh10,5,3,0.75,0.0006
oh10,5,3,0.80,0.0000
oh10,5,3,0.85,0.0000
oh10,5,3,0.90,0.0000
oh10,5,3,0.95,0.0000
oh10,5,3,average+1sigma,0.0004
oh10,5,3,average+2sigma,0.0004
oh10,5,3,average+3sigma,0.0004
oh10,5,3,average-1sigma,0.0014
oh10,5,3,average-2sigma,0.0056
oh10,5,3,average-3sigma,0.0453
oh10,5,3,average,0.0005
oh10,5,3,minimum,0.0173
oh10,5,5,0.05,0.4212
oh10,5,5,0.10,0.4860
oh10,5,5,0.15,0.3745
oh10,5,5,0.20,0.2500
oh10,5,5,0.25,0.1587
oh10,5,5,0.30,0.0923
oh10,5,5,0.35,0.0539
oh10,5,5,0.40,0.0354
oh10,5,5,0.45,0.0224
oh10,5,5,0.50,0.0151
oh10,5,5,0.55,0.0091
oh10,5,5,0.60,0.0056
oh10,5,5,0.65,0.0008
oh10,5,5,0.70,0.0002
oh10,5,5,0.75,0.0002
oh10,5,5,0.80,0.0002
oh10,5,5,0.85,0.0000
oh10,5,5,0.90,0.0000
oh10,5,5,0.95,0.0000
oh10,5,5,average+1sigma,0.0000
oh10,5,5,average+2sigma,0.0000
oh10,5,5,average+3sigma,0.0000
oh10,5,5,average-1sigma,0.0004
oh10,5,5,average-2sigma,0.0022
oh10,5,5,average-3sigma,0.0117
oh10,5,5,average,0.0000
oh10,5,5,minimum,0.0104
oh10,5,7,0.05,0.4212
oh10,5,7,0.10,0.4860
oh10,5,7,0.15,0.3745
oh10,5,7,0.20,0.2500
oh10,5,7,0.25,0.1587
oh10,5,7,0.30,0.0923
oh10,5,7,0.35,0.0539
oh10,5,7,0.40,0.0354
oh10,5,7,0.45,0.0224
oh10,5,7,0.50,0.0151
oh10,5,7,0.55,0.0091
oh10,5,7,0.60,0.0056
oh10,5,7,0.65,0.0008
oh10,5,7,0.70,0.0002
oh10,5,7,0.75,0.0002
oh10,5,7,0.80,0.0002
oh10,5,7,0.85,0.0000
oh10,5,7,0.90,0.0000
oh10,5,7,0.95,0.0000
oh10,5,7,average+1sigma,0.0000
oh10,5,7,average+2sigma,0.0000
oh10,5,7,average+3sigma,0.0000
oh10,5,7,average-1sigma,0.0004
oh10,5,7,average-2sigma,0.0022
oh10,5,7,average-3sigma,0.0117
oh10,5,7,average,0.0000
oh10,5,7,minimum,0.0104
oh10,5,9,0.05,0.4212
oh10,5,9,0.10,0.4860
oh10,5,9,0.15,0.3745
oh10,5,9,0.20,0.2500
oh10,5,9,0.25,0.1587
oh10,5,9,0.30,0.0923
oh10,5,9,0.35,0.0539
