Text Collection,# of Positive Labeled Documents,k,One Class Learning Threshold,F1 Score
tr31,1,1,average,0.0000
tr31,1,1,minimum,0.0000
tr31,1,3,0.05,0.4796
tr31,1,3,0.10,0.3870
tr31,1,3,0.15,0.2816
tr31,1,3,0.20,0.1897
tr31,1,3,0.25,0.1244
tr31,1,3,0.30,0.0867
tr31,1,3,0.35,0.0716
tr31,1,3,0.40,0.0591
tr31,1,3,0.45,0.0514
tr31,1,3,0.50,0.0438
tr31,1,3,0.55,0.0350
tr31,1,3,0.60,0.0297
tr31,1,3,0.65,0.0250
tr31,1,3,0.70,0.0215
tr31,1,3,0.75,0.0160
tr31,1,3,0.80,0.0114
tr31,1,3,0.85,0.0076
tr31,1,3,0.90,0.0059
tr31,1,3,0.95,0.0025
tr31,1,3,average+1sigma,0.0000
tr31,1,3,average+2sigma,0.0000
tr31,1,3,average+3sigma,0.0000
tr31,1,3,average-1sigma,0.0000
tr31,1,3,average-2sigma,0.0000
tr31,1,3,average-3sigma,0.0000
tr31,1,3,average,0.0000
tr31,1,3,minimum,0.0000
tr31,1,5,0.05,0.4796
tr31,1,5,0.10,0.3870
tr31,1,5,0.15,0.2816
tr31,1,5,0.20,0.1897
tr31,1,5,0.25,0.1244
tr31,1,5,0.30,0.0867
tr31,1,5,0.35,0.0716
tr31,1,5,0.40,0.0591
tr31,1,5,0.45,0.0514
tr31,1,5,0.50,0.0438
tr31,1,5,0.55,0.0350
tr31,1,5,0.60,0.0297
tr31,1,5,0.65,0.0250
tr31,1,5,0.70,0.0215
tr31,1,5,0.75,0.0160
tr31,1,5,0.80,0.0114
tr31,1,5,0.85,0.0076
tr31,1,5,0.90,0.0059
tr31,1,5,0.95,0.0025
tr31,1,5,average+1sigma,0.0000
tr31,1,5,average+2sigma,0.0000
tr31,1,5,average+3sigma,0.0000
tr31,1,5,average-1sigma,0.0000
tr31,1,5,average-2sigma,0.0000
tr31,1,5,average-3sigma,0.0000
tr31,1,5,average,0.0000
tr31,1,5,minimum,0.0000
tr31,1,7,0.05,0.4796
tr31,1,7,0.10,0.3870
tr31,1,7,0.15,0.2816
tr31,1,7,0.20,0.1897
tr31,1,7,0.25,0.1244
tr31,1,7,0.30,0.0867
tr31,1,7,0.35,0.0716
tr31,1,7,0.40,0.0591
tr31,1,7,0.45,0.0514
tr31,1,7,0.50,0.0438
tr31,1,7,0.55,0.0350
tr31,1,7,0.60,0.0297
tr31,1,7,0.65,0.0250
tr31,1,7,0.70,0.0215
tr31,1,7,0.75,0.0160
tr31,1,7,0.80,0.0114
tr31,1,7,0.85,0.0076
tr31,1,7,0.90,0.0059
tr31,1,7,0.95,0.0025
tr31,1,7,average+1sigma,0.0000
tr31,1,7,average+2sigma,0.0000
tr31,1,7,average+3sigma,0.0000
tr31,1,7,average-1sigma,0.0000
tr31,1,7,average-2sigma,0.0000
tr31,1,7,average-3sigma,0.0000
tr31,1,7,average,0.0000
tr31,1,7,minimum,0.0000
tr31,1,9,0.05,0.4796
tr31,1,9,0.10,0.3870
tr31,1,9,0.15,0.2816
tr31,1,9,0.20,0.1897
tr31,1,9,0.25,0.1244
tr31,1,9,0.30,0.0867
tr31,1,9,0.35,0.0716
tr31,1,9,0.40,0.0591
tr31,1,9,0.45,0.0514
tr31,1,9,0.50,0.0438
tr31,1,9,0.55,0.0350
tr31,1,9,0.60,0.0297
tr31,1,9,0.65,0.0250
tr31,1,9,0.70,0.0215
tr31,1,9,0.75,0.0160
tr31,1,9,0.80,0.0114
tr31,1,9,0.85,0.0076
tr31,1,9,0.90,0.0059
tr31,1,9,0.95,0.0025
tr31,1,9,average+1sigma,0.0000
tr31,1,9,average+2sigma,0.0000
tr31,1,9,average+3sigma,0.0000
tr31,1,9,average-1sigma,0.0000
tr31,1,9,average-2sigma,0.0000
tr31,1,9,average-3sigma,0.0000
tr31,1,9,average,0.0000
tr31,1,9,minimum,0.0000
tr31,10,11,0.05,0.6267
tr31,10,11,0.10,0.4904
tr31,10,11,0.15,0.2682
tr31,10,11,0.20,0.1033
tr31,10,11,0.25,0.0501
tr31,10,11,0.30,0.0251
tr31,10,11,0.35,0.0068
tr31,10,11,0.40,0.0034
tr31,10,11,0.45,0.0000
tr31,10,11,0.50,0.0000
tr31,10,11,0.55,0.0000
tr31,10,11,0.60,0.0000
tr31,10,11,0.65,0.0000
tr31,10,11,0.70,0.0000
tr31,10,11,0.75,0.0000
tr31,10,11,0.80,0.0000
tr31,10,11,0.85,0.0000
tr31,10,11,0.90,0.0000
tr31,10,11,0.95,0.0000
tr31,10,11,average+1sigma,0.0913
tr31,10,11,average+2sigma,0.0790
tr31,10,11,average+3sigma,0.0657
tr31,10,11,average-1sigma,0.1241
tr31,10,11,average-2sigma,0.1449
tr31,10,11,average-3sigma,0.1829
tr31,10,11,average,0.1072
tr31,10,11,minimum,0.2820
tr31,10,13,0.05,0.6267
tr31,10,13,0.10,0.4904
tr31,10,13,0.15,0.2682
tr31,10,13,0.20,0.1033
tr31,10,13,0.25,0.0501
tr31,10,13,0.30,0.0251
tr31,10,13,0.35,0.0068
tr31,10,13,0.40,0.0034
tr31,10,13,0.45,0.0000
tr31,10,13,0.50,0.0000
tr31,10,13,0.55,0.0000
tr31,10,13,0.60,0.0000
tr31,10,13,0.65,0.0000
tr31,10,13,0.70,0.0000
tr31,10,13,0.75,0.0000
tr31,10,13,0.80,0.0000
tr31,10,13,0.85,0.0000
tr31,10,13,0.90,0.0000
tr31,10,13,0.95,0.0000
tr31,10,13,average+1sigma,0.0913
tr31,10,13,average+2sigma,0.0790
tr31,10,13,average+3sigma,0.0657
tr31,10,13,average-1sigma,0.1241
tr31,10,13,average-2sigma,0.1449
tr31,10,13,average-3sigma,0.1829
tr31,10,13,average,0.1072
tr31,10,13,minimum,0.2820
tr31,10,15,0.05,0.6267
tr31,10,15,0.10,0.4904
tr31,10,15,0.15,0.2682
tr31,10,15,0.20,0.1033
tr31,10,15,0.25,0.0501
tr31,10,15,0.30,0.0251
tr31,10,15,0.35,0.0068
tr31,10,15,0.40,0.0034
tr31,10,15,0.45,0.0000
tr31,10,15,0.50,0.0000
tr31,10,15,0.55,0.0000
tr31,10,15,0.60,0.0000
tr31,10,15,0.65,0.0000
tr31,10,15,0.70,0.0000
tr31,10,15,0.75,0.0000
tr31,10,15,0.80,0.0000
tr31,10,15,0.85,0.0000
tr31,10,15,0.90,0.0000
tr31,10,15,0.95,0.0000
tr31,10,15,average+1sigma,0.0913
tr31,10,15,average+2sigma,0.0790
tr31,10,15,average+3sigma,0.0657
tr31,10,15,average-1sigma,0.1241
tr31,10,15,average-2sigma,0.1449
tr31,10,15,average-3sigma,0.1829
tr31,10,15,average,0.1072
tr31,10,15,minimum,0.2820
tr31,10,17,0.05,0.6267
tr31,10,17,0.10,0.4904
tr31,10,17,0.15,0.2682
tr31,10,17,0.20,0.1033
tr31,10,17,0.25,0.0501
tr31,10,17,0.30,0.0251
tr31,10,17,0.35,0.0068
tr31,10,17,0.40,0.0034
tr31,10,17,0.45,0.0000
tr31,10,17,0.50,0.0000
tr31,10,17,0.55,0.0000
tr31,10,17,0.60,0.0000
tr31,10,17,0.65,0.0000
tr31,10,17,0.70,0.0000
tr31,10,17,0.75,0.0000
tr31,10,17,0.80,0.0000
tr31,10,17,0.85,0.0000
tr31,10,17,0.90,0.0000
tr31,10,17,0.95,0.0000
tr31,10,17,average+1sigma,0.0913
tr31,10,17,average+2sigma,0.0790
tr31,10,17,average+3sigma,0.0657
tr31,10,17,average-1sigma,0.1241
tr31,10,17,average-2sigma,0.1449
tr31,10,17,average-3sigma,0.1829
tr31,10,17,average,0.1072
tr31,10,17,minimum,0.2820
tr31,10,19,0.05,0.6267
tr31,10,19,0.10,0.4904
tr31,10,19,0.15,0.2682
tr31,10,19,0.20,0.1033
tr31,10,19,0.25,0.0501
tr31,10,19,0.30,0.0251
tr31,10,19,0.35,0.0068
tr31,10,19,0.40,0.0034
tr31,10,19,0.45,0.0000
tr31,10,19,0.50,0.0000
tr31,10,19,0.55,0.0000
tr31,10,19,0.60,0.0000
tr31,10,19,0.65,0.0000
tr31,10,19,0.70,0.0000
tr31,10,19,0.75,0.0000
tr31,10,19,0.80,0.0000
tr31,10,19,0.85,0.0000
tr31,10,19,0.90,0.0000
tr31,10,19,0.95,0.0000
tr31,10,19,average+1sigma,0.0913
tr31,10,19,average+2sigma,0.0790
tr31,10,19,average+3sigma,0.0657
tr31,10,19,average-1sigma,0.1241
tr31,10,19,average-2sigma,0.1449
tr31,10,19,average-3sigma,0.1829
tr31,10,19,average,0.1072
tr31,10,19,minimum,0.2820
tr31,10,1,0.05,0.3835
tr31,10,1,0.10,0.5410
tr31,10,1,0.15,0.5771
tr31,10,1,0.20,0.5521
tr31,10,1,0.25,0.4825
tr31,10,1,0.30,0.4124
tr31,10,1,0.35,0.3256
tr31,10,1,0.40,0.2744
tr31,10,1,0.45,0.2405
tr31,10,1,0.50,0.2142
tr31,10,1,0.55,0.1818
tr31,10,1,0.60,0.1638
tr31,10,1,0.65,0.1501
tr31,10,1,0.70,0.1394
tr31,10,1,0.75,0.1248
tr31,10,1,0.80,0.0954
tr31,10,1,0.85,0.0774
tr31,10,1,0.90,0.0640
tr31,10,1,0.95,0.0362
tr31,10,1,average+1sigma,0.0000
tr31,10,1,average+2sigma,0.0000
tr31,10,1,average+3sigma,0.0000
tr31,10,1,average-1sigma,0.0001
tr31,10,1,average-2sigma,0.0001
tr31,10,1,average-3sigma,0.0002
tr31,10,1,average,0.0000
tr31,10,1,minimum,0.0001
tr31,10,3,0.05,0.4658
tr31,10,3,0.10,0.6188
tr31,10,3,0.15,0.5731
tr31,10,3,0.20,0.4688
tr31,10,3,0.25,0.3435
tr31,10,3,0.30,0.2372
tr31,10,3,0.35,0.1671
tr31,10,3,0.40,0.1248
tr31,10,3,0.45,0.1025
tr31,10,3,0.50,0.0884
tr31,10,3,0.55,0.0768
tr31,10,3,0.60,0.0659
tr31,10,3,0.65,0.0535
tr31,10,3,0.70,0.0453
tr31,10,3,0.75,0.0385
tr31,10,3,0.80,0.0353
tr31,10,3,0.85,0.0257
tr31,10,3,0.90,0.0130
tr31,10,3,0.95,0.0038
tr31,10,3,average+1sigma,0.0832
tr31,10,3,average+2sigma,0.0725
tr31,10,3,average+3sigma,0.0600
tr31,10,3,average-1sigma,0.0996
tr31,10,3,average-2sigma,0.1098
tr31,10,3,average-3sigma,0.1177
tr31,10,3,average,0.0940
tr31,10,3,minimum,0.1379
tr31,10,5,0.05,0.5360
tr31,10,5,0.10,0.6197
tr31,10,5,0.15,0.4974
tr31,10,5,0.20,0.3516
tr31,10,5,0.25,0.2110
tr31,10,5,0.30,0.1221
tr31,10,5,0.35,0.0867
tr31,10,5,0.40,0.0639
tr31,10,5,0.45,0.0537
tr31,10,5,0.50,0.0452
tr31,10,5,0.55,0.0352
tr31,10,5,0.60,0.0197
tr31,10,5,0.65,0.0131
tr31,10,5,0.70,0.0059
tr31,10,5,0.75,0.0043
tr31,10,5,0.80,0.0035
tr31,10,5,0.85,0.0006
tr31,10,5,0.90,0.0000
tr31,10,5,0.95,0.0000
tr31,10,5,average+1sigma,0.0887
tr31,10,5,average+2sigma,0.0795
tr31,10,5,average+3sigma,0.0687
tr31,10,5,average-1sigma,0.1116
tr31,10,5,average-2sigma,0.1227
tr31,10,5,average-3sigma,0.1376
tr31,10,5,average,0.1002
tr31,10,5,minimum,0.1818
tr31,10,7,0.05,0.5831
tr31,10,7,0.10,0.5845
tr31,10,7,0.15,0.4105
tr31,10,7,0.20,0.2394
tr31,10,7,0.25,0.1167
tr31,10,7,0.30,0.0676
tr31,10,7,0.35,0.0500
tr31,10,7,0.40,0.0365
tr31,10,7,0.45,0.0187
tr31,10,7,0.50,0.0059
tr31,10,7,0.55,0.0036
tr31,10,7,0.60,0.0014
tr31,10,7,0.65,0.0000
tr31,10,7,0.70,0.0000
tr31,10,7,0.75,0.0000
tr31,10,7,0.80,0.0000
tr31,10,7,0.85,0.0000
tr31,10,7,0.90,0.0000
tr31,10,7,0.95,0.0000
tr31,10,7,average+1sigma,0.0884
tr31,10,7,average+2sigma,0.0800
tr31,10,7,average+3sigma,0.0669
tr31,10,7,average-1sigma,0.1178
tr31,10,7,average-2sigma,0.1317
tr31,10,7,average-3sigma,0.1602
tr31,10,7,average,0.1002
tr31,10,7,minimum,0.2387
tr31,10,9,0.05,0.6140
tr31,10,9,0.10,0.5246
tr31,10,9,0.15,0.3196
tr31,10,9,0.20,0.1430
tr31,10,9,0.25,0.0601
tr31,10,9,0.30,0.0416
tr31,10,9,0.35,0.0190
tr31,10,9,0.40,0.0060
tr31,10,9,0.45,0.0035
tr31,10,9,0.50,0.0000
tr31,10,9,0.55,0.0000
tr31,10,9,0.60,0.0000
tr31,10,9,0.65,0.0000
tr31,10,9,0.70,0.0000
tr31,10,9,0.75,0.0000
tr31,10,9,0.80,0.0000
tr31,10,9,0.85,0.0000
tr31,10,9,0.90,0.0000
tr31,10,9,0.95,0.0000
tr31,10,9,average+1sigma,0.0914
tr31,10,9,average+2sigma,0.0808
tr31,10,9,average+3sigma,0.0659
tr31,10,9,average-1sigma,0.1226
tr31,10,9,average-2sigma,0.1368
tr31,10,9,average-3sigma,0.1782
tr31,10,9,average,0.1063
tr31,10,9,minimum,0.2748
tr31,20,11,0.05,0.5339
tr31,20,11,0.10,0.6429
tr31,20,11,0.15,0.5038
tr31,20,11,0.20,0.2920
tr31,20,11,0.25,0.1723
tr31,20,11,0.30,0.0855
tr31,20,11,0.35,0.0610
tr31,20,11,0.40,0.0453
tr31,20,11,0.45,0.0310
tr31,20,11,0.50,0.0160
tr31,20,11,0.55,0.0079
tr31,20,11,0.60,0.0072
tr31,20,11,0.65,0.0036
tr31,20,11,0.70,0.0006
tr31,20,11,0.75,0.0000
tr31,20,11,0.80,0.0000
tr31,20,11,0.85,0.0000
tr31,20,11,0.90,0.0000
tr31,20,11,0.95,0.0000
tr31,20,11,average+1sigma,0.1891
tr31,20,11,average+2sigma,0.1778
tr31,20,11,average+3sigma,0.1687
tr31,20,11,average-1sigma,0.2217
tr31,20,11,average-2sigma,0.2464
tr31,20,11,average-3sigma,0.2926
tr31,20,11,average,0.2053
tr31,20,11,minimum,0.4961
tr31,20,13,0.05,0.5546
tr31,20,13,0.10,0.6199
tr31,20,13,0.15,0.4518
tr31,20,13,0.20,0.2355
tr31,20,13,0.25,0.1409
tr31,20,13,0.30,0.0662
tr31,20,13,0.35,0.0430
tr31,20,13,0.40,0.0257
tr31,20,13,0.45,0.0103
tr31,20,13,0.50,0.0075
tr31,20,13,0.55,0.0044
tr31,20,13,0.60,0.0002
tr31,20,13,0.65,0.0000
tr31,20,13,0.70,0.0000
tr31,20,13,0.75,0.0000
tr31,20,13,0.80,0.0000
tr31,20,13,0.85,0.0000
tr31,20,13,0.90,0.0000
tr31,20,13,0.95,0.0000
tr31,20,13,average+1sigma,0.1943
tr31,20,13,average+2sigma,0.1817
tr31,20,13,average+3sigma,0.1696
tr31,20,13,average-1sigma,0.2280
tr31,20,13,average-2sigma,0.2750
tr31,20,13,average-3sigma,0.3013
tr31,20,13,average,0.2110
tr31,20,13,minimum,0.5412
tr31,20,15,0.05,0.5722
tr31,20,15,0.10,0.5944
tr31,20,15,0.15,0.3792
tr31,20,15,0.20,0.1960
tr31,20,15,0.25,0.0762
tr31,20,15,0.30,0.0449
tr31,20,15,0.35,0.0255
tr31,20,15,0.40,0.0080
tr31,20,15,0.45,0.0071
tr31,20,15,0.50,0.0016
tr31,20,15,0.55,0.0000
tr31,20,15,0.60,0.0000
tr31,20,15,0.65,0.0000
tr31,20,15,0.70,0.0000
tr31,20,15,0.75,0.0000
tr31,20,15,0.80,0.0000
tr31,20,15,0.85,0.0000
tr31,20,15,0.90,0.0000
tr31,20,15,0.95,0.0000
tr31,20,15,average+1sigma,0.1978
tr31,20,15,average+2sigma,0.1825
tr31,20,15,average+3sigma,0.1647
tr31,20,15,average-1sigma,0.2352
tr31,20,15,average-2sigma,0.2795
tr31,20,15,average-3sigma,0.3115
tr31,20,15,average,0.2139
tr31,20,15,minimum,0.5658
tr31,20,17,0.05,0.5882
tr31,20,17,0.10,0.5634
tr31,20,17,0.15,0.3512
tr31,20,17,0.20,0.1493
tr31,20,17,0.25,0.0613
tr31,20,17,0.30,0.0288
tr31,20,17,0.35,0.0099
tr31,20,17,0.40,0.0072
tr31,20,17,0.45,0.0008
tr31,20,17,0.50,0.0000
tr31,20,17,0.55,0.0000
tr31,20,17,0.60,0.0000
tr31,20,17,0.65,0.0000
tr31,20,17,0.70,0.0000
tr31,20,17,0.75,0.0000
tr31,20,17,0.80,0.0000
tr31,20,17,0.85,0.0000
tr31,20,17,0.90,0.0000
tr31,20,17,0.95,0.0000
tr31,20,17,average+1sigma,0.1991
tr31,20,17,average+2sigma,0.1817
tr31,20,17,average+3sigma,0.1659
tr31,20,17,average-1sigma,0.2392
tr31,20,17,average-2sigma,0.2854
tr31,20,17,average-3sigma,0.3181
tr31,20,17,average,0.2187
tr31,20,17,minimum,0.5729
tr31,20,19,0.05,0.5994
tr31,20,19,0.10,0.5292
tr31,20,19,0.15,0.2572
tr31,20,19,0.20,0.1264
tr31,20,19,0.25,0.0398
tr31,20,19,0.30,0.0141
tr31,20,19,0.35,0.0074
tr31,20,19,0.40,0.0008
tr31,20,19,0.45,0.0000
tr31,20,19,0.50,0.0000
tr31,20,19,0.55,0.0000
tr31,20,19,0.60,0.0000
tr31,20,19,0.65,0.0000
tr31,20,19,0.70,0.0000
tr31,20,19,0.75,0.0000
tr31,20,19,0.80,0.0000
tr31,20,19,0.85,0.0000
tr31,20,19,0.90,0.0000
tr31,20,19,0.95,0.0000
tr31,20,19,average+1sigma,0.1994
tr31,20,19,average+2sigma,0.1832
tr31,20,19,average+3sigma,0.1667
tr31,20,19,average-1sigma,0.2597
tr31,20,19,average-2sigma,0.2876
tr31,20,19,average-3sigma,0.3204
tr31,20,19,average,0.2201
tr31,20,19,minimum,0.5795
tr31,20,1,0.05,0.3203
tr31,20,1,0.10,0.4758
tr31,20,1,0.15,0.5336
tr31,20,1,0.20,0.5691
tr31,20,1,0.25,0.5476
tr31,20,1,0.30,0.4462
tr31,20,1,0.35,0.3751
tr31,20,1,0.40,0.3352
tr31,20,1,0.45,0.2970
tr31,20,1,0.50,0.2729
tr31,20,1,0.55,0.2469
tr31,20,1,0.60,0.2236
tr31,20,1,0.65,0.2055
tr31,20,1,0.70,0.1919
tr31,20,1,0.75,0.1808
tr31,20,1,0.80,0.1234
tr31,20,1,0.85,0.1006
tr31,20,1,0.90,0.0874
tr31,20,1,0.95,0.0614
tr31,20,1,average+1sigma,0.0000
tr31,20,1,average+2sigma,0.0000
tr31,20,1,average+3sigma,0.0000
tr31,20,1,average-1sigma,0.0000
tr31,20,1,average-2sigma,0.0000
tr31,20,1,average-3sigma,0.0000
tr31,20,1,average,0.0000
tr31,20,1,minimum,0.0004
tr31,20,3,0.05,0.3752
tr31,20,3,0.10,0.5451
tr31,20,3,0.15,0.5957
tr31,20,3,0.20,0.5831
tr31,20,3,0.25,0.4443
tr31,20,3,0.30,0.3496
tr31,20,3,0.35,0.2777
tr31,20,3,0.40,0.2389
tr31,20,3,0.45,0.2010
tr31,20,3,0.50,0.1556
tr31,20,3,0.55,0.1111
tr31,20,3,0.60,0.0927
tr31,20,3,0.65,0.0808
tr31,20,3,0.70,0.0742
tr31,20,3,0.75,0.0648
tr31,20,3,0.80,0.0626
tr31,20,3,0.85,0.0483
tr31,20,3,0.90,0.0414
tr31,20,3,0.95,0.0148
tr31,20,3,average+1sigma,0.1157
tr31,20,3,average+2sigma,0.1085
tr31,20,3,average+3sigma,0.1018
tr31,20,3,average-1sigma,0.1261
tr31,20,3,average-2sigma,0.1549
tr31,20,3,average-3sigma,0.1665
tr31,20,3,average,0.1199
tr31,20,3,minimum,0.2474
tr31,20,5,0.05,0.4251
tr31,20,5,0.10,0.5795
tr31,20,5,0.15,0.6149
tr31,20,5,0.20,0.4986
tr31,20,5,0.25,0.3626
tr31,20,5,0.30,0.2555
tr31,20,5,0.35,0.2052
tr31,20,5,0.40,0.1456
tr31,20,5,0.45,0.0974
tr31,20,5,0.50,0.0901
tr31,20,5,0.55,0.0766
tr31,20,5,0.60,0.0564
tr31,20,5,0.65,0.0527
tr31,20,5,0.70,0.0479
tr31,20,5,0.75,0.0428
tr31,20,5,0.80,0.0392
tr31,20,5,0.85,0.0256
tr31,20,5,0.90,0.0120
tr31,20,5,0.95,0.0000
tr31,20,5,average+1sigma,0.1462
tr31,20,5,average+2sigma,0.1163
tr31,20,5,average+3sigma,0.1062
tr31,20,5,average-1sigma,0.1657
tr31,20,5,average-2sigma,0.1813
tr31,20,5,average-3sigma,0.2214
tr31,20,5,average,0.1560
tr31,20,5,minimum,0.3388
tr31,20,7,0.05,0.4691
tr31,20,7,0.10,0.5979
tr31,20,7,0.15,0.5880
tr31,20,7,0.20,0.4223
tr31,20,7,0.25,0.2817
tr31,20,7,0.30,0.1976
tr31,20,7,0.35,0.1370
tr31,20,7,0.40,0.0891
tr31,20,7,0.45,0.0730
tr31,20,7,0.50,0.0570
tr31,20,7,0.55,0.0500
tr31,20,7,0.60,0.0448
tr31,20,7,0.65,0.0357
tr31,20,7,0.70,0.0247
tr31,20,7,0.75,0.0126
tr31,20,7,0.80,0.0069
tr31,20,7,0.85,0.0044
tr31,20,7,0.90,0.0000
tr31,20,7,0.95,0.0000
tr31,20,7,average+1sigma,0.1755
tr31,20,7,average+2sigma,0.1458
tr31,20,7,average+3sigma,0.1359
tr31,20,7,average-1sigma,0.2054
tr31,20,7,average-2sigma,0.2222
tr31,20,7,average-3sigma,0.2422
tr31,20,7,average,0.1915
tr31,20,7,minimum,0.3997
tr31,20,9,0.05,0.5061
tr31,20,9,0.10,0.6137
tr31,20,9,0.15,0.5520
tr31,20,9,0.20,0.3552
tr31,20,9,0.25,0.2336
tr31,20,9,0.30,0.1548
tr31,20,9,0.35,0.0824
tr31,20,9,0.40,0.0658
tr31,20,9,0.45,0.0501
tr31,20,9,0.50,0.0416
tr31,20,9,0.55,0.0281
tr31,20,9,0.60,0.0168
tr31,20,9,0.65,0.0077
tr31,20,9,0.70,0.0072
tr31,20,9,0.75,0.0069
tr31,20,9,0.80,0.0011
tr31,20,9,0.85,0.0000
tr31,20,9,0.90,0.0000
tr31,20,9,0.95,0.0000
tr31,20,9,average+1sigma,0.1855
tr31,20,9,average+2sigma,0.1734
tr31,20,9,average+3sigma,0.1648
tr31,20,9,average-1sigma,0.2161
tr31,20,9,average-2sigma,0.2361
tr31,20,9,average-3sigma,0.2606
tr31,20,9,average,0.1975
tr31,20,9,minimum,0.4588
tr31,30,11,0.05,0.4376
tr31,30,11,0.10,0.5287
tr31,30,11,0.15,0.4303
tr31,30,11,0.20,0.3093
tr31,30,11,0.25,0.2085
tr31,30,11,0.30,0.1431
tr31,30,11,0.35,0.0924
tr31,30,11,0.40,0.0689
tr31,30,11,0.45,0.0588
tr31,30,11,0.50,0.0496
tr31,30,11,0.55,0.0451
tr31,30,11,0.60,0.0327
tr31,30,11,0.65,0.0254
tr31,30,11,0.70,0.0204
tr31,30,11,0.75,0.0146
tr31,30,11,0.80,0.0072
tr31,30,11,0.85,0.0030
tr31,30,11,0.90,0.0000
tr31,30,11,0.95,0.0000
tr31,30,11,average+1sigma,0.1892
tr31,30,11,average+2sigma,0.1768
tr31,30,11,average+3sigma,0.1645
tr31,30,11,average-1sigma,0.2197
tr31,30,11,average-2sigma,0.2355
tr31,30,11,average-3sigma,0.2581
tr31,30,11,average,0.2036
tr31,30,11,minimum,0.4581
tr31,30,13,0.05,0.4582
tr31,30,13,0.10,0.5186
tr31,30,13,0.15,0.4021
tr31,30,13,0.20,0.2726
tr31,30,13,0.25,0.1778
tr31,30,13,0.30,0.1051
tr31,30,13,0.35,0.0710
tr31,30,13,0.40,0.0583
tr31,30,13,0.45,0.0469
tr31,30,13,0.50,0.0410
tr31,30,13,0.55,0.0281
tr31,30,13,0.60,0.0211
tr31,30,13,0.65,0.0143
tr31,30,13,0.70,0.0067
tr31,30,13,0.75,0.0039
tr31,30,13,0.80,0.0031
tr31,30,13,0.85,0.0002
tr31,30,13,0.90,0.0000
tr31,30,13,0.95,0.0000
tr31,30,13,average+1sigma,0.2004
tr31,30,13,average+2sigma,0.1823
tr31,30,13,average+3sigma,0.1688
tr31,30,13,average-1sigma,0.2298
tr31,30,13,average-2sigma,0.2503
tr31,30,13,average-3sigma,0.2695
tr31,30,13,average,0.2164
tr31,30,13,minimum,0.4719
tr31,30,15,0.05,0.4775
tr31,30,15,0.10,0.5068
tr31,30,15,0.15,0.3661
tr31,30,15,0.20,0.2323
tr31,30,15,0.25,0.1413
tr31,30,15,0.30,0.0860
tr31,30,15,0.35,0.0584
tr31,30,15,0.40,0.0464
tr31,30,15,0.45,0.0345
tr31,30,15,0.50,0.0257
tr31,30,15,0.55,0.0172
tr31,30,15,0.60,0.0096
tr31,30,15,0.65,0.0044
tr31,30,15,0.70,0.0032
tr31,30,15,0.75,0.0031
tr31,30,15,0.80,0.0000
tr31,30,15,0.85,0.0000
tr31,30,15,0.90,0.0000
tr31,30,15,0.95,0.0000
tr31,30,15,average+1sigma,0.2077
tr31,30,15,average+2sigma,0.1895
tr31,30,15,average+3sigma,0.1764
tr31,30,15,average-1sigma,0.2391
tr31,30,15,average-2sigma,0.2581
tr31,30,15,average-3sigma,0.2811
tr31,30,15,average,0.2247
tr31,30,15,minimum,0.4827
tr31,30,17,0.05,0.4934
tr31,30,17,0.10,0.4942
tr31,30,17,0.15,0.3372
tr31,30,17,0.20,0.2024
tr31,30,17,0.25,0.1144
tr31,30,17,0.30,0.0637
tr31,30,17,0.35,0.0501
tr31,30,17,0.40,0.0345
tr31,30,17,0.45,0.0237
tr31,30,17,0.50,0.0147
tr31,30,17,0.55,0.0062
tr31,30,17,0.60,0.0032
tr31,30,17,0.65,0.0032
tr31,30,17,0.70,0.0005
tr31,30,17,0.75,0.0000
tr31,30,17,0.80,0.0000
tr31,30,17,0.85,0.0000
tr31,30,17,0.90,0.0000
tr31,30,17,0.95,0.0000
tr31,30,17,average+1sigma,0.2123
tr31,30,17,average+2sigma,0.1925
tr31,30,17,average+3sigma,0.1777
tr31,30,17,average-1sigma,0.2450
tr31,30,17,average-2sigma,0.2651
tr31,30,17,average-3sigma,0.2884
tr31,30,17,average,0.2301
tr31,30,17,minimum,0.4898
tr31,30,19,0.05,0.5070
tr31,30,19,0.10,0.4765
tr31,30,19,0.15,0.3047
tr31,30,19,0.20,0.1703
tr31,30,19,0.25,0.0917
tr31,30,19,0.30,0.0584
tr31,30,19,0.35,0.0407
tr31,30,19,0.40,0.0242
tr31,30,19,0.45,0.0148
tr31,30,19,0.50,0.0054
tr31,30,19,0.55,0.0032
tr31,30,19,0.60,0.0032
tr31,30,19,0.65,0.0000
tr31,30,19,0.70,0.0000
tr31,30,19,0.75,0.0000
tr31,30,19,0.80,0.0000
tr31,30,19,0.85,0.0000
tr31,30,19,0.90,0.0000
tr31,30,19,0.95,0.0000
tr31,30,19,average+1sigma,0.2157
tr31,30,19,average+2sigma,0.1968
tr31,30,19,average+3sigma,0.1794
tr31,30,19,average-1sigma,0.2501
tr31,30,19,average-2sigma,0.2695
tr31,30,19,average-3sigma,0.2952
tr31,30,19,average,0.2351
tr31,30,19,minimum,0.4965
tr31,30,1,0.05,0.2776
tr31,30,1,0.10,0.4162
tr31,30,1,0.15,0.4785
tr31,30,1,0.20,0.4827
tr31,30,1,0.25,0.4601
tr31,30,1,0.30,0.4234
tr31,30,1,0.35,0.3818
tr31,30,1,0.40,0.3420
tr31,30,1,0.45,0.2996
