Text Collection,Graph Constructor Algorithm,Graph Parameter k,# of Positive Labeled Documents,α,λ (|D+'| = λ x |D+|),# of iterations (m),F1 Score,Standard Deviation,Negative Precision
SyskillWebert,kNN,31,20,0.1,0.2,2,0.6504,0.1636,0.6281
SyskillWebert,kNN,31,20,0.1,0.2,3,0.6057,0.2001,0.5413
SyskillWebert,kNN,31,20,0.1,0.6,1,0.5773,0.1763,0.7172
SyskillWebert,kNN,31,20,0.1,0.6,2,0.6444,0.1593,0.7430
SyskillWebert,kNN,31,20,0.1,0.6,3,0.5837,0.1724,0.6698
SyskillWebert,kNN,31,20,0.1,0.8,1,0.5250,0.1739,0.7174
SyskillWebert,kNN,31,20,0.1,0.8,2,0.6221,0.1639,0.7750
SyskillWebert,kNN,31,20,0.1,0.8,3,0.5674,0.1511,0.6793
SyskillWebert,kNN,31,20,0.1,1,1,0.4917,0.1612,0.7181
SyskillWebert,kNN,31,20,0.1,1,2,0.5738,0.1632,0.7719
SyskillWebert,kNN,31,20,0.1,1,3,0.5318,0.1542,0.6947
SyskillWebert,kNN,31,20,0.1,1.2,1,0.4661,0.1687,0.7165
SyskillWebert,kNN,31,20,0.1,1.2,2,0.5597,0.1537,0.7767
SyskillWebert,kNN,31,20,0.1,1.2,3,0.5087,0.1551,0.7085
SyskillWebert,kNN,31,20,0.1,1.4,1,0.4553,0.1621,0.7193
SyskillWebert,kNN,31,20,0.1,1.4,2,0.5329,0.1563,0.7823
SyskillWebert,kNN,31,20,0.1,1.4,3,0.4732,0.1504,0.6973
SyskillWebert,kNN,31,20,0.1,2,1,0.4253,0.1733,0.7404
SyskillWebert,kNN,31,20,0.1,2,2,0.4838,0.1614,0.7858
SyskillWebert,kNN,31,20,0.1,2,3,0.4267,0.1489,0.7182
SyskillWebert,kNN,31,20,0.08,0.2,1,0.5248,0.1411,0.7583
SyskillWebert,kNN,31,20,0.08,0.2,2,0.5189,0.1361,0.7583
SyskillWebert,kNN,31,20,0.08,0.2,3,0.5273,0.1478,0.7565
SyskillWebert,kNN,31,20,0.08,0.6,1,0.4930,0.1335,0.7648
SyskillWebert,kNN,31,20,0.08,0.6,2,0.4938,0.1358,0.7633
SyskillWebert,kNN,31,20,0.08,0.6,3,0.4958,0.1323,0.7595
SyskillWebert,kNN,31,20,0.08,0.8,1,0.4635,0.1231,0.7625
SyskillWebert,kNN,31,20,0.08,0.8,2,0.4618,0.1298,0.7632
SyskillWebert,kNN,31,20,0.08,0.8,3,0.4728,0.1308,0.7643
SyskillWebert,kNN,31,20,0.08,1,1,0.4554,0.1255,0.7663
SyskillWebert,kNN,31,20,0.08,1,2,0.4637,0.1318,0.7656
SyskillWebert,kNN,31,20,0.08,1,3,0.4583,0.1289,0.7632
SyskillWebert,kNN,31,20,0.08,1.2,1,0.4445,0.1271,0.7636
SyskillWebert,kNN,31,20,0.08,1.2,2,0.4608,0.1364,0.7659
SyskillWebert,kNN,31,20,0.08,1.2,3,0.4734,0.1352,0.7640
SyskillWebert,kNN,31,20,0.08,1.4,1,0.4403,0.1300,0.7698
SyskillWebert,kNN,31,20,0.08,1.4,2,0.4490,0.1341,0.7703
SyskillWebert,kNN,31,20,0.08,1.4,3,0.4487,0.1357,0.7691
SyskillWebert,kNN,31,20,0.08,2,1,0.4535,0.1251,0.7754
SyskillWebert,kNN,31,20,0.08,2,2,0.4569,0.1247,0.7758
SyskillWebert,kNN,31,20,0.08,2,3,0.4548,0.1306,0.7750
SyskillWebert,kNN,31,20,0.06,0.2,1,0.5051,0.1313,0.7385
SyskillWebert,kNN,31,20,0.06,0.2,2,0.4131,0.1662,0.5479
SyskillWebert,kNN,31,20,0.06,0.2,3,0.4358,0.2046,0.4337
SyskillWebert,kNN,31,20,0.06,0.6,1,0.4434,0.1374,0.7539
SyskillWebert,kNN,31,20,0.06,0.6,2,0.3589,0.1235,0.6734
SyskillWebert,kNN,31,20,0.06,0.6,3,0.3969,0.1250,0.6836
SyskillWebert,kNN,31,20,0.06,0.8,1,0.4133,0.1332,0.7542
SyskillWebert,kNN,31,20,0.06,0.8,2,0.3398,0.1225,0.6778
SyskillWebert,kNN,31,20,0.06,0.8,3,0.3647,0.1234,0.7229
SyskillWebert,kNN,31,20,0.06,1,1,0.4878,0.1767,0.7731
SyskillWebert,kNN,31,20,0.06,1,2,0.3511,0.1509,0.6856
SyskillWebert,kNN,31,20,0.06,1,3,0.3664,0.1437,0.7289
SyskillWebert,kNN,31,20,0.06,1.2,1,0.4897,0.1764,0.7778
SyskillWebert,kNN,31,20,0.06,1.2,2,0.3709,0.1771,0.7057
SyskillWebert,kNN,31,20,0.06,1.2,3,0.3865,0.1576,0.7280
SyskillWebert,kNN,31,20,0.06,1.4,1,0.4958,0.1845,0.7797
SyskillWebert,kNN,31,20,0.06,1.4,2,0.3756,0.1951,0.7161
SyskillWebert,kNN,31,20,0.06,1.4,3,0.3930,0.1624,0.7298
SyskillWebert,kNN,31,20,0.06,2,1,0.4572,0.2181,0.7792
SyskillWebert,kNN,31,20,0.06,2,2,0.4079,0.2068,0.7337
SyskillWebert,kNN,31,20,0.06,2,3,0.4211,0.1843,0.7436
SyskillWebert,kNN,31,20,0.04,0.2,1,0.1028,0.1328,0.0833
SyskillWebert,kNN,31,20,0.04,0.2,2,0.0704,0.0459,0.0198
SyskillWebert,kNN,31,20,0.04,0.2,3,0.0725,0.0480,0.0130
SyskillWebert,kNN,31,20,0.04,0.6,1,0.2891,0.1882,0.6891
SyskillWebert,kNN,31,20,0.04,0.6,2,0.1454,0.1918,0.2086
SyskillWebert,kNN,31,20,0.04,0.6,3,0.0767,0.0579,0.0578
SyskillWebert,kNN,31,20,0.04,0.8,1,0.3277,0.1892,0.8035
SyskillWebert,kNN,31,20,0.04,0.8,2,0.1762,0.2285,0.3917
SyskillWebert,kNN,31,20,0.04,0.8,3,0.0780,0.0693,0.1536
SyskillWebert,kNN,31,20,0.04,1,1,0.4445,0.2043,0.8613
SyskillWebert,kNN,31,20,0.04,1,2,0.1847,0.1946,0.5156
SyskillWebert,kNN,31,20,0.04,1,3,0.0942,0.1160,0.2375
SyskillWebert,kNN,31,20,0.04,1.2,1,0.4735,0.1821,0.8466
SyskillWebert,kNN,31,20,0.04,1.2,2,0.2712,0.2045,0.6420
SyskillWebert,kNN,31,20,0.04,1.2,3,0.1128,0.1465,0.3244
SyskillWebert,kNN,31,20,0.04,1.4,1,0.4813,0.1930,0.8010
SyskillWebert,kNN,31,20,0.04,1.4,2,0.3124,0.2069,0.7500
SyskillWebert,kNN,31,20,0.04,1.4,3,0.1588,0.2065,0.5016
SyskillWebert,kNN,31,20,0.04,2,1,0.3845,0.1619,0.7675
SyskillWebert,kNN,31,20,0.04,2,2,0.3597,0.1659,0.8617
SyskillWebert,kNN,31,20,0.04,2,3,0.2235,0.1910,0.7292
SyskillWebert,kNN,31,20,0.02,0.2,1,0.4774,0.3144,0.7604
SyskillWebert,kNN,31,20,0.02,0.2,2,0.4796,0.3147,0.7604
SyskillWebert,kNN,31,20,0.02,0.2,3,0.4837,0.3151,0.7609
SyskillWebert,kNN,31,20,0.02,0.6,1,0.4705,0.3234,0.7609
SyskillWebert,kNN,31,20,0.02,0.6,2,0.4701,0.3234,0.7609
SyskillWebert,kNN,31,20,0.02,0.6,3,0.4712,0.3227,0.7586
SyskillWebert,kNN,31,20,0.02,0.8,1,0.4693,0.3224,0.7611
SyskillWebert,kNN,31,20,0.02,0.8,2,0.4687,0.3226,0.7611
SyskillWebert,kNN,31,20,0.02,0.8,3,0.4699,0.3218,0.7614
SyskillWebert,kNN,31,20,0.02,1,1,0.4650,0.3236,0.7613
SyskillWebert,kNN,31,20,0.02,1,2,0.4655,0.3228,0.7619
SyskillWebert,kNN,31,20,0.02,1,3,0.4658,0.3227,0.7612
SyskillWebert,kNN,31,20,0.02,1.2,1,0.4613,0.3217,0.7602
SyskillWebert,kNN,31,20,0.02,1.2,2,0.4632,0.3221,0.7614
SyskillWebert,kNN,31,20,0.02,1.2,3,0.4642,0.3226,0.7616
SyskillWebert,kNN,31,20,0.02,1.4,1,0.4566,0.3203,0.7609
SyskillWebert,kNN,31,20,0.02,1.4,2,0.4569,0.3205,0.7604
SyskillWebert,kNN,31,20,0.02,1.4,3,0.4590,0.3196,0.7606
SyskillWebert,kNN,31,20,0.02,2,1,0.4486,0.3168,0.7608
SyskillWebert,kNN,31,20,0.02,2,2,0.4483,0.3174,0.7621
SyskillWebert,kNN,31,20,0.02,2,3,0.4490,0.3173,0.7619
SyskillWebert,kNN,31,30,0.1,0.2,1,0.6280,0.1678,0.7021
SyskillWebert,kNN,31,30,0.1,0.2,2,0.5960,0.1910,0.6688
SyskillWebert,kNN,31,30,0.1,0.2,3,0.5776,0.1565,0.6125
SyskillWebert,kNN,31,30,0.1,0.6,1,0.5176,0.1574,0.7411
SyskillWebert,kNN,31,30,0.1,0.6,2,0.5704,0.1495,0.7625
SyskillWebert,kNN,31,30,0.1,0.6,3,0.5539,0.1494,0.6994
SyskillWebert,kNN,31,30,0.1,0.8,1,0.4821,0.1616,0.7486
SyskillWebert,kNN,31,30,0.1,0.8,2,0.5337,0.1701,0.7833
SyskillWebert,kNN,31,30,0.1,0.8,3,0.4837,0.1632,0.7259
SyskillWebert,kNN,31,30,0.1,1,1,0.4342,0.1829,0.7546
SyskillWebert,kNN,31,30,0.1,1,2,0.4843,0.1715,0.7813
SyskillWebert,kNN,31,30,0.1,1,3,0.4496,0.1732,0.7408
SyskillWebert,kNN,31,30,0.1,1.2,1,0.3957,0.1818,0.7508
SyskillWebert,kNN,31,30,0.1,1.2,2,0.4599,0.1702,0.7879
SyskillWebert,kNN,31,30,0.1,1.2,3,0.4453,0.1695,0.7393
SyskillWebert,kNN,31,30,0.1,1.4,1,0.3595,0.1823,0.7524
SyskillWebert,kNN,31,30,0.1,1.4,2,0.4288,0.1780,0.7878
SyskillWebert,kNN,31,30,0.1,1.4,3,0.4094,0.1636,0.7453
SyskillWebert,kNN,31,30,0.1,2,1,0.3163,0.1964,0.7664
SyskillWebert,kNN,31,30,0.1,2,2,0.3724,0.1844,0.7997
SyskillWebert,kNN,31,30,0.1,2,3,0.3409,0.1826,0.7661
SyskillWebert,kNN,31,30,0.08,0.2,1,0.5061,0.1690,0.7667
SyskillWebert,kNN,31,30,0.08,0.2,2,0.5153,0.1706,0.7722
SyskillWebert,kNN,31,30,0.08,0.2,3,0.5197,0.1755,0.7694
SyskillWebert,kNN,31,30,0.08,0.6,1,0.4700,0.1536,0.7813
SyskillWebert,kNN,31,30,0.08,0.6,2,0.4690,0.1569,0.7870
SyskillWebert,kNN,31,30,0.08,0.6,3,0.4856,0.1610,0.7839
SyskillWebert,kNN,31,30,0.08,0.8,1,0.4557,0.1580,0.7856
SyskillWebert,kNN,31,30,0.08,0.8,2,0.4591,0.1622,0.7870
SyskillWebert,kNN,31,30,0.08,0.8,3,0.4574,0.1625,0.7894
SyskillWebert,kNN,31,30,0.08,1,1,0.4410,0.1528,0.7900
SyskillWebert,kNN,31,30,0.08,1,2,0.4576,0.1489,0.7929
SyskillWebert,kNN,31,30,0.08,1,3,0.4637,0.1465,0.7929
SyskillWebert,kNN,31,30,0.08,1.2,1,0.4445,0.1339,0.7920
SyskillWebert,kNN,31,30,0.08,1.2,2,0.4610,0.1252,0.7947
SyskillWebert,kNN,31,30,0.08,1.2,3,0.4777,0.1236,0.7944
SyskillWebert,kNN,31,30,0.08,1.4,1,0.4395,0.1249,0.7934
SyskillWebert,kNN,31,30,0.08,1.4,2,0.4489,0.1191,0.7958
SyskillWebert,kNN,31,30,0.08,1.4,3,0.4557,0.1225,0.7942
SyskillWebert,kNN,31,30,0.08,2,1,0.3753,0.1006,0.7997
SyskillWebert,kNN,31,30,0.08,2,2,0.3931,0.0977,0.8039
SyskillWebert,kNN,31,30,0.08,2,3,0.3983,0.0943,0.8044
SyskillWebert,kNN,31,30,0.06,0.2,1,0.4588,0.1313,0.7431
SyskillWebert,kNN,31,30,0.06,0.2,2,0.3398,0.1858,0.5514
SyskillWebert,kNN,31,30,0.06,0.2,3,0.3946,0.2037,0.5472
SyskillWebert,kNN,31,30,0.06,0.6,1,0.4917,0.1952,0.7885
SyskillWebert,kNN,31,30,0.06,0.6,2,0.3181,0.1914,0.6693
SyskillWebert,kNN,31,30,0.06,0.6,3,0.3838,0.1791,0.7100
SyskillWebert,kNN,31,30,0.06,0.8,1,0.4769,0.2037,0.7972
SyskillWebert,kNN,31,30,0.06,0.8,2,0.3419,0.1888,0.6958
SyskillWebert,kNN,31,30,0.06,0.8,3,0.3778,0.1794,0.7412
SyskillWebert,kNN,31,30,0.06,1,1,0.4614,0.2135,0.7988
SyskillWebert,kNN,31,30,0.06,1,2,0.3503,0.2074,0.7117
SyskillWebert,kNN,31,30,0.06,1,3,0.3974,0.2135,0.7471
SyskillWebert,kNN,31,30,0.06,1.2,1,0.4451,0.2261,0.8053
SyskillWebert,kNN,31,30,0.06,1.2,2,0.3531,0.2083,0.7205
SyskillWebert,kNN,31,30,0.06,1.2,3,0.3905,0.2157,0.7480
SyskillWebert,kNN,31,30,0.06,1.4,1,0.4212,0.2378,0.8076
SyskillWebert,kNN,31,30,0.06,1.4,2,0.3590,0.2084,0.7288
SyskillWebert,kNN,31,30,0.06,1.4,3,0.3892,0.2157,0.7601
SyskillWebert,kNN,31,30,0.06,2,1,0.3402,0.2566,0.8117
SyskillWebert,kNN,31,30,0.06,2,2,0.3535,0.2218,0.7686
SyskillWebert,kNN,31,30,0.06,2,3,0.3459,0.2160,0.7822
SyskillWebert,kNN,31,30,0.04,0.2,1,0.0927,0.1387,0.1847
SyskillWebert,kNN,31,30,0.04,0.2,2,0.0513,0.0610,0.1181
SyskillWebert,kNN,31,30,0.04,0.2,3,0.0496,0.0556,0.1069
SyskillWebert,kNN,31,30,0.04,0.6,1,0.2875,0.1985,0.6479
SyskillWebert,kNN,31,30,0.04,0.6,2,0.1124,0.1757,0.3906
SyskillWebert,kNN,31,30,0.04,0.6,3,0.0541,0.0811,0.2728
SyskillWebert,kNN,31,30,0.04,0.8,1,0.2932,0.1868,0.6634
SyskillWebert,kNN,31,30,0.04,0.8,2,0.1401,0.2133,0.4880
SyskillWebert,kNN,31,30,0.04,0.8,3,0.0740,0.1054,0.4269
SyskillWebert,kNN,31,30,0.04,1,1,0.2595,0.1777,0.6492
SyskillWebert,kNN,31,30,0.04,1,2,0.1650,0.2233,0.5842
SyskillWebert,kNN,31,30,0.04,1,3,0.1076,0.1617,0.5092
SyskillWebert,kNN,31,30,0.04,1.2,1,0.2115,0.2020,0.6318
SyskillWebert,kNN,31,30,0.04,1.2,2,0.1871,0.2159,0.6617
SyskillWebert,kNN,31,30,0.04,1.2,3,0.1139,0.1725,0.5373
SyskillWebert,kNN,31,30,0.04,1.4,1,0.2073,0.2163,0.6562
SyskillWebert,kNN,31,30,0.04,1.4,2,0.2144,0.2054,0.7118
SyskillWebert,kNN,31,30,0.04,1.4,3,0.1410,0.1997,0.6072
SyskillWebert,kNN,31,30,0.04,2,1,0.2159,0.1714,0.7258
SyskillWebert,kNN,31,30,0.04,2,2,0.1993,0.1781,0.7622
SyskillWebert,kNN,31,30,0.04,2,3,0.1814,0.1699,0.7394
SyskillWebert,kNN,31,30,0.02,0.2,1,0.4324,0.3057,0.7639
SyskillWebert,kNN,31,30,0.02,0.2,2,0.4324,0.3056,0.7639
SyskillWebert,kNN,31,30,0.02,0.2,3,0.4324,0.3056,0.7639
SyskillWebert,kNN,31,30,0.02,0.6,1,0.4247,0.3025,0.7688
SyskillWebert,kNN,31,30,0.02,0.6,2,0.4252,0.3021,0.7688
SyskillWebert,kNN,31,30,0.02,0.6,3,0.4273,0.3023,0.7678
SyskillWebert,kNN,31,30,0.02,0.8,1,0.4193,0.3044,0.7676
SyskillWebert,kNN,31,30,0.02,0.8,2,0.4198,0.3035,0.7681
SyskillWebert,kNN,31,30,0.02,0.8,3,0.4208,0.3029,0.7685
SyskillWebert,kNN,31,30,0.02,1,1,0.4160,0.3024,0.7650
SyskillWebert,kNN,31,30,0.02,1,2,0.4159,0.3027,0.7650
SyskillWebert,kNN,31,30,0.02,1,3,0.4166,0.3021,0.7650
SyskillWebert,kNN,31,30,0.02,1.2,1,0.3781,0.2473,0.7633
SyskillWebert,kNN,31,30,0.02,1.2,2,0.3769,0.2476,0.7636
SyskillWebert,kNN,31,30,0.02,1.2,3,0.4007,0.2794,0.7647
SyskillWebert,kNN,31,30,0.02,1.4,1,0.3348,0.1917,0.7601
SyskillWebert,kNN,31,30,0.02,1.4,2,0.3368,0.1939,0.7611
SyskillWebert,kNN,31,30,0.02,1.4,3,0.3501,0.2118,0.7627
SyskillWebert,kNN,31,30,0.02,2,1,0.3075,0.1669,0.7614
SyskillWebert,kNN,31,30,0.02,2,2,0.3097,0.1683,0.7614
SyskillWebert,kNN,31,30,0.02,2,3,0.3078,0.1713,0.7614
tr31,kNN,3,1,0.1,0.2,1,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.1,0.2,2,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.1,0.2,3,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.1,0.6,1,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.1,0.6,2,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.1,0.6,3,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.1,0.8,1,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.1,0.8,2,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.1,0.8,3,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.1,1,1,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.1,1,2,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.1,1,3,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.1,1.2,1,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.1,1.2,2,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.1,1.2,3,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.1,1.4,1,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.1,1.4,2,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.1,1.4,3,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.1,2,1,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.1,2,2,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.1,2,3,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.08,0.2,1,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.08,0.2,2,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.08,0.2,3,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.08,0.6,1,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.08,0.6,2,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.08,0.6,3,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.08,0.8,1,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.08,0.8,2,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.08,0.8,3,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.08,1,1,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.08,1,2,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.08,1,3,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.08,1.2,1,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.08,1.2,2,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.08,1.2,3,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.08,1.4,1,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.08,1.4,2,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.08,1.4,3,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.08,2,1,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.08,2,2,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.08,2,3,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.06,0.2,1,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.06,0.2,2,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.06,0.2,3,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.06,0.6,1,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.06,0.6,2,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.06,0.6,3,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.06,0.8,1,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.06,0.8,2,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.06,0.8,3,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.06,1,1,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.06,1,2,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.06,1,3,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.06,1.2,1,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.06,1.2,2,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.06,1.2,3,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.06,1.4,1,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.06,1.4,2,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.06,1.4,3,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.06,2,1,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.06,2,2,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.06,2,3,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.04,0.2,1,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.04,0.2,2,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.04,0.2,3,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.04,0.6,1,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.04,0.6,2,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.04,0.6,3,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.04,0.8,1,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.04,0.8,2,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.04,0.8,3,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.04,1,1,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.04,1,2,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.04,1,3,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.04,1.2,1,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.04,1.2,2,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.04,1.2,3,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.04,1.4,1,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.04,1.4,2,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.04,1.4,3,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.04,2,1,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.04,2,2,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.04,2,3,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.02,0.2,1,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.02,0.2,2,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.02,0.2,3,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.02,0.6,1,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.02,0.6,2,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.02,0.6,3,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.02,0.8,1,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.02,0.8,2,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.02,0.8,3,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.02,1,1,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.02,1,2,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.02,1,3,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.02,1.2,1,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.02,1.2,2,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.02,1.2,3,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.02,1.4,1,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.02,1.4,2,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.02,1.4,3,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.02,2,1,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.02,2,2,0.2283,0.1794,0.8571
tr31,kNN,3,1,0.02,2,3,0.2283,0.1794,0.8571
tr31,kNN,3,5,0.1,0.2,1,0.2608,0.1682,0.8556
tr31,kNN,3,5,0.1,0.2,2,0.2608,0.1682,0.8533
tr31,kNN,3,5,0.1,0.2,3,0.2608,0.1682,0.8533
tr31,kNN,3,5,0.1,0.6,1,0.2608,0.1682,0.8563
tr31,kNN,3,5,0.1,0.6,2,0.2608,0.1682,0.8524
tr31,kNN,3,5,0.1,0.6,3,0.2608,0.1682,0.8533
tr31,kNN,3,5,0.1,0.8,1,0.2608,0.1682,0.8556
tr31,kNN,3,5,0.1,0.8,2,0.2608,0.1682,0.8556
tr31,kNN,3,5,0.1,0.8,3,0.2608,0.1682,0.8563
tr31,kNN,3,5,0.1,1,1,0.2610,0.1683,0.8533
tr31,kNN,3,5,0.1,1,2,0.2608,0.1682,0.8556
tr31,kNN,3,5,0.1,1,3,0.2608,0.1682,0.8563
tr31,kNN,3,5,0.1,1.2,1,0.2610,0.1683,0.8545
tr31,kNN,3,5,0.1,1.2,2,0.2610,0.1683,0.8545
tr31,kNN,3,5,0.1,1.2,3,0.2608,0.1682,0.8563
tr31,kNN,3,5,0.1,1.4,1,0.2610,0.1683,0.8556
tr31,kNN,3,5,0.1,1.4,2,0.2610,0.1683,0.8545
tr31,kNN,3,5,0.1,1.4,3,0.2610,0.1683,0.8545
tr31,kNN,3,5,0.1,2,1,0.2624,0.1692,0.8556
tr31,kNN,3,5,0.1,2,2,0.2624,0.1692,0.8556
tr31,kNN,3,5,0.1,2,3,0.2622,0.1692,0.8571
tr31,kNN,3,5,0.08,0.2,1,0.2608,0.1682,0.8556
tr31,kNN,3,5,0.08,0.2,2,0.2608,0.1682,0.8533
tr31,kNN,3,5,0.08,0.2,3,0.2608,0.1682,0.8533
tr31,kNN,3,5,0.08,0.6,1,0.2608,0.1682,0.8542
tr31,kNN,3,5,0.08,0.6,2,0.2608,0.1682,0.8524
tr31,kNN,3,5,0.08,0.6,3,0.2608,0.1682,0.8533
tr31,kNN,3,5,0.08,0.8,1,0.2608,0.1682,0.8556
tr31,kNN,3,5,0.08,0.8,2,0.2608,0.1682,0.8556
tr31,kNN,3,5,0.08,0.8,3,0.2608,0.1682,0.8563
tr31,kNN,3,5,0.08,1,1,0.2610,0.1684,0.8533
tr31,kNN,3,5,0.08,1,2,0.2608,0.1682,0.8556
tr31,kNN,3,5,0.08,1,3,0.2608,0.1682,0.8563
tr31,kNN,3,5,0.08,1.2,1,0.2610,0.1683,0.8545
tr31,kNN,3,5,0.08,1.2,2,0.2611,0.1685,0.8545
tr31,kNN,3,5,0.08,1.2,3,0.2608,0.1682,0.8563
tr31,kNN,3,5,0.08,1.4,1,0.2610,0.1683,0.8556
tr31,kNN,3,5,0.08,1.4,2,0.2611,0.1685,0.8545
tr31,kNN,3,5,0.08,1.4,3,0.2611,0.1685,0.8545
tr31,kNN,3,5,0.08,2,1,0.2623,0.1692,0.8556
tr31,kNN,3,5,0.08,2,2,0.2621,0.1690,0.8556
tr31,kNN,3,5,0.08,2,3,0.2620,0.1689,0.8571
tr31,kNN,3,5,0.06,0.2,1,0.2608,0.1682,0.8556
tr31,kNN,3,5,0.06,0.2,2,0.2608,0.1682,0.8533
