Text Collection,Graph Constructor Algorithm,Graph Parameter k,# of Positive Labeled Documents,α,λ (|D+'| = λ x |D+|),# of iterations (m),F1 Score,Standard Deviation,Negative Precision
re0,kNN,31,1,0.08,0.2,2,0.1013,0.1839,0.8538
re0,kNN,31,1,0.08,0.2,3,0.1013,0.1839,0.8538
re0,kNN,31,1,0.08,0.6,1,0.1013,0.1839,0.8538
re0,kNN,31,1,0.08,0.6,2,0.1013,0.1839,0.8538
re0,kNN,31,1,0.08,0.6,3,0.1013,0.1839,0.8538
re0,kNN,31,1,0.08,0.8,1,0.1013,0.1839,0.8538
re0,kNN,31,1,0.08,0.8,2,0.1013,0.1839,0.8538
re0,kNN,31,1,0.08,0.8,3,0.1013,0.1839,0.8538
re0,kNN,31,1,0.08,1,1,0.1295,0.1810,0.8885
re0,kNN,31,1,0.08,1,2,0.1013,0.1839,0.8538
re0,kNN,31,1,0.08,1,3,0.1013,0.1839,0.8538
re0,kNN,31,1,0.08,1.2,1,0.1295,0.1810,0.8885
re0,kNN,31,1,0.08,1.2,2,0.1013,0.1839,0.8538
re0,kNN,31,1,0.08,1.2,3,0.1013,0.1839,0.8538
re0,kNN,31,1,0.08,1.4,1,0.1295,0.1810,0.8885
re0,kNN,31,1,0.08,1.4,2,0.1013,0.1839,0.8538
re0,kNN,31,1,0.08,1.4,3,0.1013,0.1839,0.8538
re0,kNN,31,1,0.08,2,1,0.1051,0.1545,0.9256
re0,kNN,31,1,0.08,2,2,0.1019,0.1579,0.8923
re0,kNN,31,1,0.08,2,3,0.1013,0.1839,0.8538
re0,kNN,31,1,0.06,0.2,1,0.0896,0.1336,0.8769
re0,kNN,31,1,0.06,0.2,2,0.0896,0.1336,0.8769
re0,kNN,31,1,0.06,0.2,3,0.0896,0.1336,0.8769
re0,kNN,31,1,0.06,0.6,1,0.0896,0.1336,0.8769
re0,kNN,31,1,0.06,0.6,2,0.0896,0.1336,0.8769
re0,kNN,31,1,0.06,0.6,3,0.0896,0.1336,0.8769
re0,kNN,31,1,0.06,0.8,1,0.0896,0.1336,0.8769
re0,kNN,31,1,0.06,0.8,2,0.0896,0.1336,0.8769
re0,kNN,31,1,0.06,0.8,3,0.0896,0.1336,0.8769
re0,kNN,31,1,0.06,1,1,0.1052,0.1478,0.9154
re0,kNN,31,1,0.06,1,2,0.0896,0.1336,0.8769
re0,kNN,31,1,0.06,1,3,0.0896,0.1336,0.8769
re0,kNN,31,1,0.06,1.2,1,0.1052,0.1478,0.9154
re0,kNN,31,1,0.06,1.2,2,0.0896,0.1336,0.8769
re0,kNN,31,1,0.06,1.2,3,0.0896,0.1336,0.8769
re0,kNN,31,1,0.06,1.4,1,0.1052,0.1478,0.9154
re0,kNN,31,1,0.06,1.4,2,0.0896,0.1336,0.8769
re0,kNN,31,1,0.06,1.4,3,0.0896,0.1336,0.8769
re0,kNN,31,1,0.06,2,1,0.1314,0.1734,0.9128
re0,kNN,31,1,0.06,2,2,0.1191,0.1487,0.9000
re0,kNN,31,1,0.06,2,3,0.0896,0.1336,0.8769
re0,kNN,31,1,0.04,0.2,1,0.0711,0.1466,0.8923
re0,kNN,31,1,0.04,0.2,2,0.0711,0.1466,0.8923
re0,kNN,31,1,0.04,0.2,3,0.0711,0.1466,0.8923
re0,kNN,31,1,0.04,0.6,1,0.0711,0.1466,0.8923
re0,kNN,31,1,0.04,0.6,2,0.0711,0.1466,0.8923
re0,kNN,31,1,0.04,0.6,3,0.0711,0.1466,0.8923
re0,kNN,31,1,0.04,0.8,1,0.0711,0.1466,0.8923
re0,kNN,31,1,0.04,0.8,2,0.0711,0.1466,0.8923
re0,kNN,31,1,0.04,0.8,3,0.0711,0.1466,0.8923
re0,kNN,31,1,0.04,1,1,0.1154,0.1603,0.8962
re0,kNN,31,1,0.04,1,2,0.0711,0.1466,0.8923
re0,kNN,31,1,0.04,1,3,0.0711,0.1466,0.8923
re0,kNN,31,1,0.04,1.2,1,0.1154,0.1603,0.8962
re0,kNN,31,1,0.04,1.2,2,0.0711,0.1466,0.8923
re0,kNN,31,1,0.04,1.2,3,0.0711,0.1466,0.8923
re0,kNN,31,1,0.04,1.4,1,0.1154,0.1603,0.8962
re0,kNN,31,1,0.04,1.4,2,0.0711,0.1466,0.8923
re0,kNN,31,1,0.04,1.4,3,0.0711,0.1466,0.8923
re0,kNN,31,1,0.04,2,1,0.1321,0.1627,0.9410
re0,kNN,31,1,0.04,2,2,0.1238,0.1603,0.9615
re0,kNN,31,1,0.04,2,3,0.0711,0.1466,0.8923
re0,kNN,31,1,0.02,0.2,1,0.0009,0.0100,0.9231
re0,kNN,31,1,0.02,0.2,2,0.0009,0.0100,0.9231
re0,kNN,31,1,0.02,0.2,3,0.0009,0.0100,0.9231
re0,kNN,31,1,0.02,0.6,1,0.0009,0.0100,0.9231
re0,kNN,31,1,0.02,0.6,2,0.0009,0.0100,0.9231
re0,kNN,31,1,0.02,0.6,3,0.0009,0.0100,0.9231
re0,kNN,31,1,0.02,0.8,1,0.0009,0.0100,0.9231
re0,kNN,31,1,0.02,0.8,2,0.0009,0.0100,0.9231
re0,kNN,31,1,0.02,0.8,3,0.0009,0.0100,0.9231
re0,kNN,31,1,0.02,1,1,0.1599,0.1937,0.9231
re0,kNN,31,1,0.02,1,2,0.0009,0.0100,0.9231
re0,kNN,31,1,0.02,1,3,0.0009,0.0100,0.9231
re0,kNN,31,1,0.02,1.2,1,0.1599,0.1937,0.9231
re0,kNN,31,1,0.02,1.2,2,0.0009,0.0100,0.9231
re0,kNN,31,1,0.02,1.2,3,0.0009,0.0100,0.9231
re0,kNN,31,1,0.02,1.4,1,0.1599,0.1937,0.9231
re0,kNN,31,1,0.02,1.4,2,0.0009,0.0100,0.9231
re0,kNN,31,1,0.02,1.4,3,0.0009,0.0100,0.9231
re0,kNN,31,1,0.02,2,1,0.1447,0.1709,0.9231
re0,kNN,31,1,0.02,2,2,0.1169,0.1395,0.9231
re0,kNN,31,1,0.02,2,3,0.0009,0.0100,0.9231
re0,kNN,31,5,0.1,0.2,1,0.2036,0.2465,0.9064
re0,kNN,31,5,0.1,0.2,2,0.1940,0.2220,0.8908
re0,kNN,31,5,0.1,0.2,3,0.1940,0.2220,0.8908
re0,kNN,31,5,0.1,0.6,1,0.2495,0.2547,0.9250
re0,kNN,31,5,0.1,0.6,2,0.1911,0.2067,0.9011
re0,kNN,31,5,0.1,0.6,3,0.1940,0.2220,0.8908
re0,kNN,31,5,0.1,0.8,1,0.2247,0.2334,0.9239
re0,kNN,31,5,0.1,0.8,2,0.2104,0.2080,0.9162
re0,kNN,31,5,0.1,0.8,3,0.1934,0.2096,0.9115
re0,kNN,31,5,0.1,1,1,0.2087,0.2324,0.9238
re0,kNN,31,5,0.1,1,2,0.2104,0.2080,0.9162
re0,kNN,31,5,0.1,1,3,0.1934,0.2096,0.9115
re0,kNN,31,5,0.1,1.2,1,0.1796,0.2041,0.9224
re0,kNN,31,5,0.1,1.2,2,0.2404,0.1926,0.9210
re0,kNN,31,5,0.1,1.2,3,0.1934,0.2096,0.9115
re0,kNN,31,5,0.1,1.4,1,0.1628,0.1847,0.9231
re0,kNN,31,5,0.1,1.4,2,0.2404,0.1926,0.9210
re0,kNN,31,5,0.1,1.4,3,0.1868,0.1976,0.9189
re0,kNN,31,5,0.1,2,1,0.1573,0.1868,0.9251
re0,kNN,31,5,0.1,2,2,0.2317,0.1858,0.9215
re0,kNN,31,5,0.1,2,3,0.1600,0.1743,0.9143
re0,kNN,31,5,0.08,0.2,1,0.2456,0.2519,0.8269
re0,kNN,31,5,0.08,0.2,2,0.2849,0.2611,0.7662
re0,kNN,31,5,0.08,0.2,3,0.2849,0.2611,0.7662
re0,kNN,31,5,0.08,0.6,1,0.2263,0.2188,0.9048
re0,kNN,31,5,0.08,0.6,2,0.2149,0.2276,0.8571
re0,kNN,31,5,0.08,0.6,3,0.2849,0.2611,0.7662
re0,kNN,31,5,0.08,0.8,1,0.2051,0.2061,0.9154
re0,kNN,31,5,0.08,0.8,2,0.2058,0.2076,0.8838
re0,kNN,31,5,0.08,0.8,3,0.1871,0.1940,0.8683
re0,kNN,31,5,0.08,1,1,0.2124,0.2003,0.9254
re0,kNN,31,5,0.08,1,2,0.2058,0.2076,0.8838
re0,kNN,31,5,0.08,1,3,0.1871,0.1940,0.8683
re0,kNN,31,5,0.08,1.2,1,0.2015,0.1897,0.9224
re0,kNN,31,5,0.08,1.2,2,0.1857,0.1769,0.9154
re0,kNN,31,5,0.08,1.2,3,0.1871,0.1940,0.8683
re0,kNN,31,5,0.08,1.4,1,0.1901,0.1848,0.9256
re0,kNN,31,5,0.08,1.4,2,0.1857,0.1769,0.9154
re0,kNN,31,5,0.08,1.4,3,0.1691,0.1871,0.8846
re0,kNN,31,5,0.08,2,1,0.1772,0.1688,0.9287
re0,kNN,31,5,0.08,2,2,0.1511,0.1757,0.8990
re0,kNN,31,5,0.08,2,3,0.1661,0.1737,0.9132
re0,kNN,31,5,0.06,0.2,1,0.1785,0.2034,0.8782
re0,kNN,31,5,0.06,0.2,2,0.1855,0.2067,0.8031
re0,kNN,31,5,0.06,0.2,3,0.1855,0.2067,0.8031
re0,kNN,31,5,0.06,0.6,1,0.1766,0.1917,0.9183
re0,kNN,31,5,0.06,0.6,2,0.1970,0.2298,0.9176
re0,kNN,31,5,0.06,0.6,3,0.1855,0.2067,0.8031
re0,kNN,31,5,0.06,0.8,1,0.1674,0.1850,0.9188
re0,kNN,31,5,0.06,0.8,2,0.1643,0.1874,0.9222
re0,kNN,31,5,0.06,0.8,3,0.1892,0.2160,0.9202
re0,kNN,31,5,0.06,1,1,0.1555,0.1788,0.9200
re0,kNN,31,5,0.06,1,2,0.1643,0.1874,0.9222
re0,kNN,31,5,0.06,1,3,0.1892,0.2160,0.9202
re0,kNN,31,5,0.06,1.2,1,0.1529,0.1761,0.9189
re0,kNN,31,5,0.06,1.2,2,0.1537,0.1797,0.9273
re0,kNN,31,5,0.06,1.2,3,0.1892,0.2160,0.9202
re0,kNN,31,5,0.06,1.4,1,0.1459,0.1660,0.9179
re0,kNN,31,5,0.06,1.4,2,0.1537,0.1797,0.9273
re0,kNN,31,5,0.06,1.4,3,0.1616,0.1842,0.9245
re0,kNN,31,5,0.06,2,1,0.1621,0.1837,0.9236
re0,kNN,31,5,0.06,2,2,0.1438,0.1784,0.9313
re0,kNN,31,5,0.06,2,3,0.1556,0.1814,0.9363
re0,kNN,31,5,0.04,0.2,1,0.2725,0.2581,0.8564
re0,kNN,31,5,0.04,0.2,2,0.3337,0.2632,0.8692
re0,kNN,31,5,0.04,0.2,3,0.3337,0.2632,0.8692
re0,kNN,31,5,0.04,0.6,1,0.1287,0.1735,0.8962
re0,kNN,31,5,0.04,0.6,2,0.1394,0.1793,0.8945
re0,kNN,31,5,0.04,0.6,3,0.3337,0.2632,0.8692
re0,kNN,31,5,0.04,0.8,1,0.1275,0.1710,0.9068
re0,kNN,31,5,0.04,0.8,2,0.1248,0.1661,0.9068
re0,kNN,31,5,0.04,0.8,3,0.1306,0.1644,0.8577
re0,kNN,31,5,0.04,1,1,0.1244,0.1671,0.9454
re0,kNN,31,5,0.04,1,2,0.1248,0.1661,0.9068
re0,kNN,31,5,0.04,1,3,0.1306,0.1644,0.8577
re0,kNN,31,5,0.04,1.2,1,0.1258,0.1664,0.9657
re0,kNN,31,5,0.04,1.2,2,0.1230,0.1649,0.9846
re0,kNN,31,5,0.04,1.2,3,0.1306,0.1644,0.8577
re0,kNN,31,5,0.04,1.4,1,0.1257,0.1675,0.9718
re0,kNN,31,5,0.04,1.4,2,0.1230,0.1649,0.9846
re0,kNN,31,5,0.04,1.4,3,0.1225,0.1578,0.9126
re0,kNN,31,5,0.04,2,1,0.1224,0.1590,0.9651
re0,kNN,31,5,0.04,2,2,0.1213,0.1652,0.9538
re0,kNN,31,5,0.04,2,3,0.1208,0.1597,0.8555
re0,kNN,31,5,0.02,0.2,1,0.2101,0.2193,0.9231
re0,kNN,31,5,0.02,0.2,2,0.3604,0.2690,0.9231
re0,kNN,31,5,0.02,0.2,3,0.3604,0.2690,0.9231
re0,kNN,31,5,0.02,0.6,1,0.1797,0.2383,0.9231
re0,kNN,31,5,0.02,0.6,2,0.1802,0.2368,0.9231
re0,kNN,31,5,0.02,0.6,3,0.3604,0.2690,0.9231
re0,kNN,31,5,0.02,0.8,1,0.1654,0.2183,0.9231
re0,kNN,31,5,0.02,0.8,2,0.1671,0.2307,0.9231
re0,kNN,31,5,0.02,0.8,3,0.1737,0.2355,0.9231
re0,kNN,31,5,0.02,1,1,0.1529,0.1963,0.9231
re0,kNN,31,5,0.02,1,2,0.1671,0.2307,0.9231
re0,kNN,31,5,0.02,1,3,0.1737,0.2355,0.9231
re0,kNN,31,5,0.02,1.2,1,0.1371,0.1687,0.9231
re0,kNN,31,5,0.02,1.2,2,0.1418,0.1774,0.9231
re0,kNN,31,5,0.02,1.2,3,0.1737,0.2355,0.9231
re0,kNN,31,5,0.02,1.4,1,0.1240,0.1504,0.9231
re0,kNN,31,5,0.02,1.4,2,0.1418,0.1774,0.9231
re0,kNN,31,5,0.02,1.4,3,0.1309,0.1657,0.9231
re0,kNN,31,5,0.02,2,1,0.1184,0.1473,0.9231
re0,kNN,31,5,0.02,2,2,0.1197,0.1499,0.9231
re0,kNN,31,5,0.02,2,3,0.1211,0.1510,0.9231
re0,kNN,31,10,0.1,0.2,1,0.2510,0.2395,0.9038
re0,kNN,31,10,0.1,0.2,2,0.2192,0.2252,0.8942
re0,kNN,31,10,0.1,0.2,3,0.2164,0.2286,0.9031
re0,kNN,31,10,0.1,0.6,1,0.2332,0.2310,0.9130
re0,kNN,31,10,0.1,0.6,2,0.2215,0.2027,0.9264
re0,kNN,31,10,0.1,0.6,3,0.2246,0.2256,0.9101
re0,kNN,31,10,0.1,0.8,1,0.2306,0.2196,0.9137
re0,kNN,31,10,0.1,0.8,2,0.2330,0.1950,0.9269
re0,kNN,31,10,0.1,0.8,3,0.2152,0.2171,0.9173
re0,kNN,31,10,0.1,1,1,0.2235,0.2146,0.9154
re0,kNN,31,10,0.1,1,2,0.2317,0.1934,0.9265
re0,kNN,31,10,0.1,1,3,0.1687,0.1875,0.9162
re0,kNN,31,10,0.1,1.2,1,0.2167,0.2060,0.9171
re0,kNN,31,10,0.1,1.2,2,0.2261,0.1959,0.9245
re0,kNN,31,10,0.1,1.2,3,0.1687,0.1875,0.9162
re0,kNN,31,10,0.1,1.4,1,0.2026,0.1914,0.9167
re0,kNN,31,10,0.1,1.4,2,0.2312,0.1966,0.9263
re0,kNN,31,10,0.1,1.4,3,0.1660,0.1800,0.9178
re0,kNN,31,10,0.1,2,1,0.1802,0.1868,0.9200
re0,kNN,31,10,0.1,2,2,0.2073,0.1938,0.9233
re0,kNN,31,10,0.1,2,3,0.1595,0.1785,0.9234
re0,kNN,31,10,0.08,0.2,1,0.2165,0.2263,0.8622
re0,kNN,31,10,0.08,0.2,2,0.1869,0.2076,0.8141
re0,kNN,31,10,0.08,0.2,3,0.3433,0.2983,0.7746
re0,kNN,31,10,0.08,0.6,1,0.2046,0.2096,0.9125
re0,kNN,31,10,0.08,0.6,2,0.1944,0.1976,0.8880
re0,kNN,31,10,0.08,0.6,3,0.1713,0.1842,0.8349
re0,kNN,31,10,0.08,0.8,1,0.2112,0.2124,0.9175
re0,kNN,31,10,0.08,0.8,2,0.1750,0.1904,0.9068
re0,kNN,31,10,0.08,0.8,3,0.1629,0.1812,0.8870
re0,kNN,31,10,0.08,1,1,0.2022,0.2024,0.9200
re0,kNN,31,10,0.08,1,2,0.1635,0.1803,0.9085
re0,kNN,31,10,0.08,1,3,0.1514,0.1670,0.9040
re0,kNN,31,10,0.08,1.2,1,0.1967,0.1931,0.9189
re0,kNN,31,10,0.08,1.2,2,0.1562,0.1764,0.9115
re0,kNN,31,10,0.08,1.2,3,0.1514,0.1670,0.9040
re0,kNN,31,10,0.08,1.4,1,0.1957,0.1831,0.9186
re0,kNN,31,10,0.08,1.4,2,0.1521,0.1747,0.9109
re0,kNN,31,10,0.08,1.4,3,0.1586,0.1719,0.9154
re0,kNN,31,10,0.08,2,1,0.1858,0.1742,0.9179
re0,kNN,31,10,0.08,2,2,0.1443,0.1699,0.9113
re0,kNN,31,10,0.08,2,3,0.1511,0.1666,0.9148
re0,kNN,31,10,0.06,0.2,1,0.1995,0.2349,0.9167
re0,kNN,31,10,0.06,0.2,2,0.2090,0.2399,0.9167
re0,kNN,31,10,0.06,0.2,3,0.2376,0.2459,0.8100
re0,kNN,31,10,0.06,0.6,1,0.1467,0.1767,0.9351
re0,kNN,31,10,0.06,0.6,2,0.1463,0.1838,0.9351
re0,kNN,31,10,0.06,0.6,3,0.1943,0.2320,0.9284
re0,kNN,31,10,0.06,0.8,1,0.1534,0.1814,0.9338
re0,kNN,31,10,0.06,0.8,2,0.1320,0.1739,0.9380
re0,kNN,31,10,0.06,0.8,3,0.1506,0.1848,0.9389
re0,kNN,31,10,0.06,1,1,0.1542,0.1789,0.9346
re0,kNN,31,10,0.06,1,2,0.1316,0.1725,0.9392
re0,kNN,31,10,0.06,1,3,0.1362,0.1763,0.9372
re0,kNN,31,10,0.06,1.2,1,0.1475,0.1752,0.9336
re0,kNN,31,10,0.06,1.2,2,0.1325,0.1728,0.9423
re0,kNN,31,10,0.06,1.2,3,0.1362,0.1763,0.9372
re0,kNN,31,10,0.06,1.4,1,0.1486,0.1770,0.9365
re0,kNN,31,10,0.06,1.4,2,0.1332,0.1733,0.9410
re0,kNN,31,10,0.06,1.4,3,0.1296,0.1720,0.9406
re0,kNN,31,10,0.06,2,1,0.1386,0.1709,0.9356
re0,kNN,31,10,0.06,2,2,0.1386,0.1694,0.9408
re0,kNN,31,10,0.06,2,3,0.1363,0.1756,0.9368
re0,kNN,31,10,0.04,0.2,1,0.1511,0.1830,0.8814
re0,kNN,31,10,0.04,0.2,2,0.1539,0.1790,0.8737
re0,kNN,31,10,0.04,0.2,3,0.2795,0.2640,0.8615
re0,kNN,31,10,0.04,0.6,1,0.1221,0.1726,0.9067
re0,kNN,31,10,0.04,0.6,2,0.1181,0.1669,0.9038
re0,kNN,31,10,0.04,0.6,3,0.1321,0.1688,0.8669
re0,kNN,31,10,0.04,0.8,1,0.1198,0.1733,0.9090
re0,kNN,31,10,0.04,0.8,2,0.1162,0.1669,0.9132
re0,kNN,31,10,0.04,0.8,3,0.1362,0.1671,0.8688
re0,kNN,31,10,0.04,1,1,0.1252,0.1756,0.9373
re0,kNN,31,10,0.04,1,2,0.1165,0.1665,0.9388
re0,kNN,31,10,0.04,1,3,0.1208,0.1634,0.8874
re0,kNN,31,10,0.04,1.2,1,0.1329,0.1802,0.9668
re0,kNN,31,10,0.04,1.2,2,0.1168,0.1664,0.9724
re0,kNN,31,10,0.04,1.2,3,0.1208,0.1634,0.8874
re0,kNN,31,10,0.04,1.4,1,0.2610,0.2202,0.9696
re0,kNN,31,10,0.04,1.4,2,0.1185,0.1660,0.9936
re0,kNN,31,10,0.04,1.4,3,0.1216,0.1634,0.9024
re0,kNN,31,10,0.04,2,1,0.2323,0.1811,0.9572
re0,kNN,31,10,0.04,2,2,0.1300,0.1787,0.9538
re0,kNN,31,10,0.04,2,3,0.1236,0.1613,0.8863
re0,kNN,31,10,0.02,0.2,1,0.1241,0.1549,0.9231
re0,kNN,31,10,0.02,0.2,2,0.1242,0.1549,0.9231
re0,kNN,31,10,0.02,0.2,3,0.1528,0.1732,0.9231
re0,kNN,31,10,0.02,0.6,1,0.1142,0.1520,0.9231
re0,kNN,31,10,0.02,0.6,2,0.1142,0.1521,0.9231
re0,kNN,31,10,0.02,0.6,3,0.1200,0.1525,0.9231
re0,kNN,31,10,0.02,0.8,1,0.1141,0.1520,0.9231
re0,kNN,31,10,0.02,0.8,2,0.1141,0.1520,0.9231
re0,kNN,31,10,0.02,0.8,3,0.1142,0.1522,0.9231
re0,kNN,31,10,0.02,1,1,0.1141,0.1520,0.9231
re0,kNN,31,10,0.02,1,2,0.1141,0.1520,0.9231
re0,kNN,31,10,0.02,1,3,0.1141,0.1520,0.9231
re0,kNN,31,10,0.02,1.2,1,0.1141,0.1520,0.9231
re0,kNN,31,10,0.02,1.2,2,0.1140,0.1520,0.9231
re0,kNN,31,10,0.02,1.2,3,0.1141,0.1520,0.9231
re0,kNN,31,10,0.02,1.4,1,0.1141,0.1520,0.9231
re0,kNN,31,10,0.02,1.4,2,0.1140,0.1520,0.9231
re0,kNN,31,10,0.02,1.4,3,0.1140,0.1520,0.9231
re0,kNN,31,10,0.02,2,1,0.1140,0.1520,0.9231
re0,kNN,31,10,0.02,2,2,0.1140,0.1520,0.9231
re0,kNN,31,10,0.02,2,3,0.1140,0.1520,0.9231
re0,kNN,31,20,0.1,0.2,1,0.3831,0.2484,0.9014
re0,kNN,31,20,0.1,0.2,2,0.3462,0.2273,0.8884
re0,kNN,31,20,0.1,0.2,3,0.3505,0.2480,0.8783
re0,kNN,31,20,0.1,0.6,1,0.3037,0.2213,0.8958
re0,kNN,31,20,0.1,0.6,2,0.3049,0.2084,0.8958
re0,kNN,31,20,0.1,0.6,3,0.2982,0.2121,0.8981
re0,kNN,31,20,0.1,0.8,1,0.2707,0.2116,0.8957
re0,kNN,31,20,0.1,0.8,2,0.3014,0.2067,0.9028
re0,kNN,31,20,0.1,0.8,3,0.2553,0.2091,0.8975
re0,kNN,31,20,0.1,1,1,0.2465,0.2103,0.8906
re0,kNN,31,20,0.1,1,2,0.2754,0.2044,0.9014
re0,kNN,31,20,0.1,1,3,0.2432,0.2087,0.9047
re0,kNN,31,20,0.1,1.2,1,0.2397,0.2062,0.8894
re0,kNN,31,20,0.1,1.2,2,0.2556,0.2031,0.9025
re0,kNN,31,20,0.1,1.2,3,0.2329,0.2054,0.9019
re0,kNN,31,20,0.1,1.4,1,0.2301,0.1985,0.8882
re0,kNN,31,20,0.1,1.4,2,0.2456,0.1993,0.9012
re0,kNN,31,20,0.1,1.4,3,0.2318,0.2111,0.8995
re0,kNN,31,20,0.1,2,1,0.2200,0.1948,0.8891
re0,kNN,31,20,0.1,2,2,0.2223,0.1862,0.8981
re0,kNN,31,20,0.1,2,3,0.2137,0.2060,0.9006
re0,kNN,31,20,0.08,0.2,1,0.2985,0.2162,0.8398
re0,kNN,31,20,0.08,0.2,2,0.2545,0.2023,0.7940
re0,kNN,31,20,0.08,0.2,3,0.2763,0.2296,0.7502
re0,kNN,31,20,0.08,0.6,1,0.3094,0.2075,0.8844
re0,kNN,31,20,0.08,0.6,2,0.2480,0.1967,0.8649
re0,kNN,31,20,0.08,0.6,3,0.2523,0.2080,0.8513
re0,kNN,31,20,0.08,0.8,1,0.2854,0.1883,0.8864
re0,kNN,31,20,0.08,0.8,2,0.2328,0.1910,0.8657
re0,kNN,31,20,0.08,0.8,3,0.2354,0.2026,0.8756
re0,kNN,31,20,0.08,1,1,0.2598,0.1811,0.8889
re0,kNN,31,20,0.08,1,2,0.2237,0.1925,0.8689
re0,kNN,31,20,0.08,1,3,0.2232,0.1927,0.8675
re0,kNN,31,20,0.08,1.2,1,0.2534,0.1821,0.8912
re0,kNN,31,20,0.08,1.2,2,0.2146,0.1876,0.8755
re0,kNN,31,20,0.08,1.2,3,0.2248,0.1949,0.8659
re0,kNN,31,20,0.08,1.4,1,0.2415,0.1845,0.8905
re0,kNN,31,20,0.08,1.4,2,0.2167,0.1856,0.8752
re0,kNN,31,20,0.08,1.4,3,0.2118,0.1873,0.8768
re0,kNN,31,20,0.08,2,1,0.2342,0.1951,0.8970
re0,kNN,31,20,0.08,2,2,0.2136,0.1887,0.8841
re0,kNN,31,20,0.08,2,3,0.2011,0.1856,0.8804
re0,kNN,31,20,0.06,0.2,1,0.1956,0.1941,0.8875
re0,kNN,31,20,0.06,0.2,2,0.1906,0.1978,0.8954
re0,kNN,31,20,0.06,0.2,3,0.2074,0.2007,0.8879
re0,kNN,31,20,0.06,0.6,1,0.2001,0.1848,0.9028
re0,kNN,31,20,0.06,0.6,2,0.1919,0.1978,0.9101
re0,kNN,31,20,0.06,0.6,3,0.1910,0.1928,0.9107
re0,kNN,31,20,0.06,0.8,1,0.1884,0.1806,0.9019
re0,kNN,31,20,0.06,0.8,2,0.1863,0.1920,0.9099
re0,kNN,31,20,0.06,0.8,3,0.1932,0.1928,0.9105
re0,kNN,31,20,0.06,1,1,0.1894,0.1819,0.9003
re0,kNN,31,20,0.06,1,2,0.1858,0.1926,0.9108
re0,kNN,31,20,0.06,1,3,0.1868,0.1930,0.9102
re0,kNN,31,20,0.06,1.2,1,0.1973,0.1839,0.8992
re0,kNN,31,20,0.06,1.2,2,0.1831,0.1866,0.9086
re0,kNN,31,20,0.06,1.2,3,0.1864,0.1899,0.9106
re0,kNN,31,20,0.06,1.4,1,0.2020,0.1881,0.8981
re0,kNN,31,20,0.06,1.4,2,0.1824,0.1883,0.9100
re0,kNN,31,20,0.06,1.4,3,0.1973,0.1954,0.9106
re0,kNN,31,20,0.06,2,1,0.1951,0.1805,0.8981
re0,kNN,31,20,0.06,2,2,0.1867,0.1948,0.9076
re0,kNN,31,20,0.06,2,3,0.2002,0.1969,0.9060
re0,kNN,31,20,0.04,0.2,1,0.1750,0.1916,0.8644
re0,kNN,31,20,0.04,0.2,2,0.1738,0.1843,0.8583
re0,kNN,31,20,0.04,0.2,3,0.1692,0.1810,0.8145
re0,kNN,31,20,0.04,0.6,1,0.2939,0.2316,0.8934
re0,kNN,31,20,0.04,0.6,2,0.1619,0.1856,0.9167
re0,kNN,31,20,0.04,0.6,3,0.1637,0.1788,0.8552
re0,kNN,31,20,0.04,0.8,1,0.3352,0.2163,0.8914
re0,kNN,31,20,0.04,0.8,2,0.1824,0.1990,0.9207
re0,kNN,31,20,0.04,0.8,3,0.1665,0.1804,0.8527
re0,kNN,31,20,0.04,1,1,0.3226,0.2096,0.8922
re0,kNN,31,20,0.04,1,2,0.2102,0.2085,0.9214
re0,kNN,31,20,0.04,1,3,0.1829,0.1755,0.8553
re0,kNN,31,20,0.04,1.2,1,0.3161,0.1987,0.9076
re0,kNN,31,20,0.04,1.2,2,0.2356,0.2131,0.9348
re0,kNN,31,20,0.04,1.2,3,0.1917,0.1758,0.8585
re0,kNN,31,20,0.04,1.4,1,0.3216,0.1918,0.9255
re0,kNN,31,20,0.04,1.4,2,0.2645,0.2093,0.9523
re0,kNN,31,20,0.04,1.4,3,0.1969,0.1746,0.8875
re0,kNN,31,20,0.04,2,1,0.2814,0.1779,0.9165
re0,kNN,31,20,0.04,2,2,0.2981,0.1815,0.9357
re0,kNN,31,20,0.04,2,3,0.1817,0.1686,0.8723
re0,kNN,31,20,0.02,0.2,1,0.1500,0.1650,0.8889
re0,kNN,31,20,0.02,0.2,2,0.1500,0.1650,0.8889
re0,kNN,31,20,0.02,0.2,3,0.1501,0.1650,0.8889
re0,kNN,31,20,0.02,0.6,1,0.1500,0.1650,0.8889
re0,kNN,31,20,0.02,0.6,2,0.1500,0.1650,0.8889
re0,kNN,31,20,0.02,0.6,3,0.1500,0.1650,0.8889
re0,kNN,31,20,0.02,0.8,1,0.1500,0.1650,0.8889
re0,kNN,31,20,0.02,0.8,2,0.1500,0.1650,0.8889
re0,kNN,31,20,0.02,0.8,3,0.1500,0.1650,0.8889
re0,kNN,31,20,0.02,1,1,0.1500,0.1650,0.8889
re0,kNN,31,20,0.02,1,2,0.1500,0.1650,0.8889
re0,kNN,31,20,0.02,1,3,0.1500,0.1650,0.8889
re0,kNN,31,20,0.02,1.2,1,0.1500,0.1651,0.8889
re0,kNN,31,20,0.02,1.2,2,0.1499,0.1650,0.8889
re0,kNN,31,20,0.02,1.2,3,0.1500,0.1650,0.8889
