Text Collection,Graph Constructor Algorithm,Graph Parameter (k or ε),# of Positive Labeled Documents (D+),Label Propagation Algorithm,"Extracted Negatives Docs (num_neg = {1,2,5,10} x |D+|)",LLGC parameter (α),F1 Score,Standard Deviation,Negative Precision
tr11,kNN,27,20,LLGC,x10,0.3,0.5784,0.2769,0.9858
tr11,kNN,27,20,LLGC,x10,0.5,0.5573,0.2515,0.9858
tr11,kNN,27,20,LLGC,x10,0.7,0.4643,0.2233,0.9858
tr11,kNN,27,20,LLGC,x10,0.9,0.1719,0.3712,0.9858
tr11,kNN,27,30,LLGC,x1,0.1,0.5117,0.1750,0.9992
tr11,kNN,27,30,LLGC,x1,0.3,0.5186,0.1819,0.9992
tr11,kNN,27,30,LLGC,x1,0.5,0.5275,0.1924,0.9992
tr11,kNN,27,30,LLGC,x1,0.7,0.5324,0.2111,0.9992
tr11,kNN,27,30,LLGC,x1,0.9,0.4830,0.2138,0.9992
tr11,kNN,27,30,LLGC,x2,0.1,0.6133,0.1950,0.9921
tr11,kNN,27,30,LLGC,x2,0.3,0.6329,0.2008,0.9921
tr11,kNN,27,30,LLGC,x2,0.5,0.6577,0.2148,0.9921
tr11,kNN,27,30,LLGC,x2,0.7,0.6922,0.2163,0.9921
tr11,kNN,27,30,LLGC,x2,0.9,0.7486,0.1882,0.9921
tr11,kNN,27,30,LLGC,x5,0.1,0.7420,0.1835,0.9863
tr11,kNN,27,30,LLGC,x5,0.3,0.7557,0.1800,0.9863
tr11,kNN,27,30,LLGC,x5,0.5,0.7687,0.1714,0.9863
tr11,kNN,27,30,LLGC,x5,0.7,0.7753,0.1594,0.9863
tr11,kNN,27,30,LLGC,x5,0.9,0.3392,0.3613,0.9863
tr11,kNN,27,30,LLGC,x10,0.1,0.6165,0.1963,0.9601
tr11,kNN,27,30,LLGC,x10,0.3,0.5951,0.2096,0.9601
tr11,kNN,27,30,LLGC,x10,0.5,0.5369,0.2472,0.9601
tr11,kNN,27,30,LLGC,x10,0.7,0.3537,0.3343,0.9601
tr11,kNN,27,30,LLGC,x10,0.9,0.0000,0.0000,0.9601
tr11,kNN,31,1,LLGC,x1,0.1,0.3073,0.2204,1.0000
tr11,kNN,31,1,LLGC,x1,0.3,0.3096,0.2237,1.0000
tr11,kNN,31,1,LLGC,x1,0.5,0.3094,0.2259,1.0000
tr11,kNN,31,1,LLGC,x1,0.7,0.3048,0.2262,1.0000
tr11,kNN,31,1,LLGC,x1,0.9,0.2773,0.2117,1.0000
tr11,kNN,31,1,LLGC,x2,0.1,0.3569,0.2339,1.0000
tr11,kNN,31,1,LLGC,x2,0.3,0.3672,0.2429,1.0000
tr11,kNN,31,1,LLGC,x2,0.5,0.3810,0.2529,1.0000
tr11,kNN,31,1,LLGC,x2,0.7,0.4000,0.2630,1.0000
tr11,kNN,31,1,LLGC,x2,0.9,0.4703,0.2719,1.0000
tr11,kNN,31,1,LLGC,x5,0.1,0.4311,0.2369,1.0000
tr11,kNN,31,1,LLGC,x5,0.3,0.4463,0.2416,1.0000
tr11,kNN,31,1,LLGC,x5,0.5,0.4673,0.2455,1.0000
tr11,kNN,31,1,LLGC,x5,0.7,0.5004,0.2422,1.0000
tr11,kNN,31,1,LLGC,x5,0.9,0.4604,0.2704,1.0000
tr11,kNN,31,1,LLGC,x10,0.1,0.4609,0.2199,0.9967
tr11,kNN,31,1,LLGC,x10,0.3,0.4701,0.2219,0.9967
tr11,kNN,31,1,LLGC,x10,0.5,0.4728,0.2345,0.9967
tr11,kNN,31,1,LLGC,x10,0.7,0.4585,0.2541,0.9967
tr11,kNN,31,1,LLGC,x10,0.9,0.2419,0.3116,0.9967
tr11,kNN,31,5,LLGC,x1,0.1,0.3011,0.2346,1.0000
tr11,kNN,31,5,LLGC,x1,0.3,0.3011,0.2363,1.0000
tr11,kNN,31,5,LLGC,x1,0.5,0.3001,0.2376,1.0000
tr11,kNN,31,5,LLGC,x1,0.7,0.2959,0.2384,1.0000
tr11,kNN,31,5,LLGC,x1,0.9,0.2616,0.2166,1.0000
tr11,kNN,31,5,LLGC,x2,0.1,0.3758,0.2707,1.0000
tr11,kNN,31,5,LLGC,x2,0.3,0.3848,0.2766,1.0000
tr11,kNN,31,5,LLGC,x2,0.5,0.3962,0.2818,1.0000
tr11,kNN,31,5,LLGC,x2,0.7,0.4157,0.2892,1.0000
tr11,kNN,31,5,LLGC,x2,0.9,0.5024,0.2922,1.0000
tr11,kNN,31,5,LLGC,x5,0.1,0.4749,0.2750,0.9956
tr11,kNN,31,5,LLGC,x5,0.3,0.4890,0.2761,0.9956
tr11,kNN,31,5,LLGC,x5,0.5,0.5124,0.2773,0.9956
tr11,kNN,31,5,LLGC,x5,0.7,0.5652,0.2670,0.9956
tr11,kNN,31,5,LLGC,x5,0.9,0.4765,0.3274,0.9956
tr11,kNN,31,5,LLGC,x10,0.1,0.5285,0.2527,0.9938
tr11,kNN,31,5,LLGC,x10,0.3,0.5466,0.2533,0.9938
tr11,kNN,31,5,LLGC,x10,0.5,0.5639,0.2520,0.9938
tr11,kNN,31,5,LLGC,x10,0.7,0.5341,0.2706,0.9938
tr11,kNN,31,5,LLGC,x10,0.9,0.1367,0.2891,0.9938
tr11,kNN,31,10,LLGC,x1,0.1,0.3308,0.2467,1.0000
tr11,kNN,31,10,LLGC,x1,0.3,0.3330,0.2498,1.0000
tr11,kNN,31,10,LLGC,x1,0.5,0.3343,0.2545,1.0000
tr11,kNN,31,10,LLGC,x1,0.7,0.3307,0.2568,1.0000
tr11,kNN,31,10,LLGC,x1,0.9,0.2873,0.2349,1.0000
tr11,kNN,31,10,LLGC,x2,0.1,0.4116,0.2802,1.0000
tr11,kNN,31,10,LLGC,x2,0.3,0.4200,0.2846,1.0000
tr11,kNN,31,10,LLGC,x2,0.5,0.4339,0.2931,1.0000
tr11,kNN,31,10,LLGC,x2,0.7,0.4591,0.3011,1.0000
tr11,kNN,31,10,LLGC,x2,0.9,0.5491,0.2856,1.0000
tr11,kNN,31,10,LLGC,x5,0.1,0.5168,0.2746,0.9930
tr11,kNN,31,10,LLGC,x5,0.3,0.5413,0.2784,0.9930
tr11,kNN,31,10,LLGC,x5,0.5,0.5747,0.2757,0.9930
tr11,kNN,31,10,LLGC,x5,0.7,0.6102,0.2682,0.9930
tr11,kNN,31,10,LLGC,x5,0.9,0.4543,0.3271,0.9930
tr11,kNN,31,10,LLGC,x10,0.1,0.5827,0.2546,0.9919
tr11,kNN,31,10,LLGC,x10,0.3,0.5977,0.2517,0.9919
tr11,kNN,31,10,LLGC,x10,0.5,0.6052,0.2476,0.9919
tr11,kNN,31,10,LLGC,x10,0.7,0.5327,0.2820,0.9919
tr11,kNN,31,10,LLGC,x10,0.9,0.1344,0.3078,0.9919
tr11,kNN,31,20,LLGC,x1,0.1,0.3802,0.2563,1.0000
tr11,kNN,31,20,LLGC,x1,0.3,0.3837,0.2620,1.0000
tr11,kNN,31,20,LLGC,x1,0.5,0.3884,0.2700,1.0000
tr11,kNN,31,20,LLGC,x1,0.7,0.3878,0.2777,1.0000
tr11,kNN,31,20,LLGC,x1,0.9,0.3339,0.2572,1.0000
tr11,kNN,31,20,LLGC,x2,0.1,0.4683,0.2989,0.9946
tr11,kNN,31,20,LLGC,x2,0.3,0.4809,0.3079,0.9946
tr11,kNN,31,20,LLGC,x2,0.5,0.5021,0.3197,0.9946
tr11,kNN,31,20,LLGC,x2,0.7,0.5270,0.3292,0.9946
tr11,kNN,31,20,LLGC,x2,0.9,0.5693,0.3303,0.9946
tr11,kNN,31,20,LLGC,x5,0.1,0.5522,0.3176,0.9898
tr11,kNN,31,20,LLGC,x5,0.3,0.5673,0.3201,0.9898
tr11,kNN,31,20,LLGC,x5,0.5,0.5843,0.3228,0.9898
tr11,kNN,31,20,LLGC,x5,0.7,0.5886,0.3061,0.9898
tr11,kNN,31,20,LLGC,x5,0.9,0.3069,0.3011,0.9898
tr11,kNN,31,20,LLGC,x10,0.1,0.5688,0.2910,0.9849
tr11,kNN,31,20,LLGC,x10,0.3,0.5589,0.2802,0.9849
tr11,kNN,31,20,LLGC,x10,0.5,0.5367,0.2492,0.9849
tr11,kNN,31,20,LLGC,x10,0.7,0.4289,0.2280,0.9849
tr11,kNN,31,20,LLGC,x10,0.9,0.1667,0.3727,0.9849
tr11,kNN,31,30,LLGC,x1,0.1,0.5114,0.1757,0.9992
tr11,kNN,31,30,LLGC,x1,0.3,0.5186,0.1831,0.9992
tr11,kNN,31,30,LLGC,x1,0.5,0.5281,0.1940,0.9992
tr11,kNN,31,30,LLGC,x1,0.7,0.5302,0.2108,0.9992
tr11,kNN,31,30,LLGC,x1,0.9,0.4609,0.2024,0.9992
tr11,kNN,31,30,LLGC,x2,0.1,0.6178,0.1930,0.9912
tr11,kNN,31,30,LLGC,x2,0.3,0.6454,0.2032,0.9912
tr11,kNN,31,30,LLGC,x2,0.5,0.6692,0.2125,0.9912
tr11,kNN,31,30,LLGC,x2,0.7,0.6999,0.2162,0.9912
tr11,kNN,31,30,LLGC,x2,0.9,0.7562,0.1880,0.9912
tr11,kNN,31,30,LLGC,x5,0.1,0.7408,0.1829,0.9853
tr11,kNN,31,30,LLGC,x5,0.3,0.7565,0.1798,0.9853
tr11,kNN,31,30,LLGC,x5,0.5,0.7753,0.1712,0.9853
tr11,kNN,31,30,LLGC,x5,0.7,0.7686,0.1509,0.9853
tr11,kNN,31,30,LLGC,x5,0.9,0.2857,0.3633,0.9853
tr11,kNN,31,30,LLGC,x10,0.1,0.6074,0.2025,0.9593
tr11,kNN,31,30,LLGC,x10,0.3,0.5837,0.2168,0.9593
tr11,kNN,31,30,LLGC,x10,0.5,0.5007,0.2626,0.9593
tr11,kNN,31,30,LLGC,x10,0.7,0.3070,0.3467,0.9593
tr11,kNN,31,30,LLGC,x10,0.9,0.0000,0.0000,0.9593
tr11,kNN,3,1,GFHF,x1,0.1,0.2250,0.1863,1.0000
tr11,kNN,3,1,GFHF,x2,0.1,0.2923,0.2562,0.9944
tr11,kNN,3,1,GFHF,x5,0.1,0.3506,0.2864,0.9867
tr11,kNN,3,1,GFHF,x10,0.1,0.4088,0.3088,0.9567
tr11,kNN,3,5,GFHF,x1,0.1,0.2274,0.2185,1.0000
tr11,kNN,3,5,GFHF,x2,0.1,0.2649,0.2309,0.9689
tr11,kNN,3,5,GFHF,x5,0.1,0.3792,0.2598,0.9840
tr11,kNN,3,5,GFHF,x10,0.1,0.5051,0.2559,0.9862
tr11,kNN,3,10,GFHF,x1,0.1,0.2357,0.1986,0.9663
tr11,kNN,3,10,GFHF,x2,0.1,0.2938,0.2313,0.9806
tr11,kNN,3,10,GFHF,x5,0.1,0.4566,0.2329,0.9862
tr11,kNN,3,10,GFHF,x10,0.1,0.5903,0.2765,0.9821
tr11,kNN,3,20,GFHF,x1,0.1,0.2254,0.1479,0.9783
tr11,kNN,3,20,GFHF,x2,0.1,0.3210,0.1683,0.9863
tr11,kNN,3,20,GFHF,x5,0.1,0.5274,0.2664,0.9805
tr11,kNN,3,20,GFHF,x10,0.1,0.5825,0.2791,0.9793
tr11,kNN,3,30,GFHF,x1,0.1,0.3180,0.1052,0.9817
tr11,kNN,3,30,GFHF,x2,0.1,0.4340,0.0838,0.9846
tr11,kNN,3,30,GFHF,x5,0.1,0.7336,0.1499,0.9770
tr11,kNN,3,30,GFHF,x10,0.1,0.7030,0.1395,0.9574
tr11,kNN,7,1,GFHF,x1,0.1,0.2196,0.1775,1.0000
tr11,kNN,7,1,GFHF,x2,0.1,0.3605,0.2763,1.0000
tr11,kNN,7,1,GFHF,x5,0.1,0.2920,0.3209,1.0000
tr11,kNN,7,1,GFHF,x10,0.1,0.2673,0.3312,1.0000
tr11,kNN,7,5,GFHF,x1,0.1,0.2711,0.2389,1.0000
tr11,kNN,7,5,GFHF,x2,0.1,0.3779,0.2569,1.0000
tr11,kNN,7,5,GFHF,x5,0.1,0.5648,0.2750,1.0000
tr11,kNN,7,5,GFHF,x10,0.1,0.5973,0.2962,0.9996
tr11,kNN,7,10,GFHF,x1,0.1,0.2980,0.2447,1.0000
tr11,kNN,7,10,GFHF,x2,0.1,0.4439,0.2510,1.0000
tr11,kNN,7,10,GFHF,x5,0.1,0.6308,0.2888,0.9998
tr11,kNN,7,10,GFHF,x10,0.1,0.6591,0.2767,0.9961
tr11,kNN,7,20,GFHF,x1,0.1,0.2626,0.1364,1.0000
tr11,kNN,7,20,GFHF,x2,0.1,0.4036,0.2150,1.0000
tr11,kNN,7,20,GFHF,x5,0.1,0.6315,0.2536,0.9962
tr11,kNN,7,20,GFHF,x10,0.1,0.6686,0.2340,0.9905
tr11,kNN,7,30,GFHF,x1,0.1,0.3500,0.1039,1.0000
tr11,kNN,7,30,GFHF,x2,0.1,0.6277,0.1794,0.9979
tr11,kNN,7,30,GFHF,x5,0.1,0.7463,0.1804,0.9923
tr11,kNN,7,30,GFHF,x10,0.1,0.6994,0.1600,0.9645
tr11,kNN,11,1,GFHF,x1,0.1,0.2041,0.1655,1.0000
tr11,kNN,11,1,GFHF,x2,0.1,0.3301,0.2930,1.0000
tr11,kNN,11,1,GFHF,x5,0.1,0.2485,0.3383,1.0000
tr11,kNN,11,1,GFHF,x10,0.1,0.1738,0.3132,0.9989
tr11,kNN,11,5,GFHF,x1,0.1,0.2547,0.2299,1.0000
tr11,kNN,11,5,GFHF,x2,0.1,0.4102,0.2753,1.0000
tr11,kNN,11,5,GFHF,x5,0.1,0.6161,0.2922,1.0000
tr11,kNN,11,5,GFHF,x10,0.1,0.5417,0.3240,0.9982
tr11,kNN,11,10,GFHF,x1,0.1,0.2986,0.2511,1.0000
tr11,kNN,11,10,GFHF,x2,0.1,0.5265,0.3042,1.0000
tr11,kNN,11,10,GFHF,x5,0.1,0.6708,0.2994,0.9993
tr11,kNN,11,10,GFHF,x10,0.1,0.7046,0.2301,0.9967
tr11,kNN,11,20,GFHF,x1,0.1,0.3363,0.1626,1.0000
tr11,kNN,11,20,GFHF,x2,0.1,0.5143,0.2607,0.9996
tr11,kNN,11,20,GFHF,x5,0.1,0.6629,0.2412,0.9965
tr11,kNN,11,20,GFHF,x10,0.1,0.6619,0.2290,0.9889
tr11,kNN,11,30,GFHF,x1,0.1,0.4396,0.2101,1.0000
tr11,kNN,11,30,GFHF,x2,0.1,0.6504,0.2269,0.9988
tr11,kNN,11,30,GFHF,x5,0.1,0.7417,0.1841,0.9908
tr11,kNN,11,30,GFHF,x10,0.1,0.6865,0.1716,0.9630
tr11,kNN,15,1,GFHF,x1,0.1,0.2098,0.1766,1.0000
tr11,kNN,15,1,GFHF,x2,0.1,0.2664,0.2580,1.0000
tr11,kNN,15,1,GFHF,x5,0.1,0.1580,0.3027,0.9978
tr11,kNN,15,1,GFHF,x10,0.1,0.1239,0.2870,0.9967
tr11,kNN,15,5,GFHF,x1,0.1,0.2277,0.2014,1.0000
tr11,kNN,15,5,GFHF,x2,0.1,0.4665,0.2676,1.0000
tr11,kNN,15,5,GFHF,x5,0.1,0.6059,0.3110,0.9973
tr11,kNN,15,5,GFHF,x10,0.1,0.4457,0.3465,0.9967
tr11,kNN,15,10,GFHF,x1,0.1,0.2916,0.2390,1.0000
tr11,kNN,15,10,GFHF,x2,0.1,0.5662,0.3168,1.0000
tr11,kNN,15,10,GFHF,x5,0.1,0.6859,0.2697,0.9977
tr11,kNN,15,10,GFHF,x10,0.1,0.6714,0.2554,0.9945
tr11,kNN,15,20,GFHF,x1,0.1,0.3609,0.1933,1.0000
tr11,kNN,15,20,GFHF,x2,0.1,0.5771,0.2589,0.9996
tr11,kNN,15,20,GFHF,x5,0.1,0.6724,0.2405,0.9938
tr11,kNN,15,20,GFHF,x10,0.1,0.7254,0.2512,0.9881
tr11,kNN,15,30,GFHF,x1,0.1,0.4667,0.2258,1.0000
tr11,kNN,15,30,GFHF,x2,0.1,0.6820,0.2188,0.9988
tr11,kNN,15,30,GFHF,x5,0.1,0.7398,0.1826,0.9885
tr11,kNN,15,30,GFHF,x10,0.1,0.6786,0.1776,0.9619
tr11,kNN,19,1,GFHF,x1,0.1,0.2070,0.1811,1.0000
tr11,kNN,19,1,GFHF,x2,0.1,0.2398,0.2327,1.0000
tr11,kNN,19,1,GFHF,x5,0.1,0.1189,0.2703,1.0000
tr11,kNN,19,1,GFHF,x10,0.1,0.0803,0.2249,0.9989
tr11,kNN,19,5,GFHF,x1,0.1,0.2103,0.1721,1.0000
tr11,kNN,19,5,GFHF,x2,0.1,0.4978,0.3080,1.0000
tr11,kNN,19,5,GFHF,x5,0.1,0.5016,0.3356,0.9987
tr11,kNN,19,5,GFHF,x10,0.1,0.3356,0.3751,0.9951
tr11,kNN,19,10,GFHF,x1,0.1,0.2745,0.2248,1.0000
tr11,kNN,19,10,GFHF,x2,0.1,0.5769,0.3230,1.0000
tr11,kNN,19,10,GFHF,x5,0.1,0.6672,0.2797,0.9962
tr11,kNN,19,10,GFHF,x10,0.1,0.6099,0.2745,0.9938
tr11,kNN,19,20,GFHF,x1,0.1,0.3458,0.2089,1.0000
tr11,kNN,19,20,GFHF,x2,0.1,0.6098,0.2516,0.9983
tr11,kNN,19,20,GFHF,x5,0.1,0.6783,0.2261,0.9915
tr11,kNN,19,20,GFHF,x10,0.1,0.6775,0.2167,0.9863
tr11,kNN,19,30,GFHF,x1,0.1,0.4610,0.2403,0.9992
tr11,kNN,19,30,GFHF,x2,0.1,0.6949,0.2159,0.9967
tr11,kNN,19,30,GFHF,x5,0.1,0.7517,0.1712,0.9863
tr11,kNN,19,30,GFHF,x10,0.1,0.6723,0.1835,0.9608
tr11,kNN,23,1,GFHF,x1,0.1,0.1946,0.1537,1.0000
tr11,kNN,23,1,GFHF,x2,0.1,0.2168,0.2310,1.0000
tr11,kNN,23,1,GFHF,x5,0.1,0.0994,0.2486,1.0000
tr11,kNN,23,1,GFHF,x10,0.1,0.0558,0.1881,0.9967
tr11,kNN,23,5,GFHF,x1,0.1,0.1853,0.1484,1.0000
tr11,kNN,23,5,GFHF,x2,0.1,0.4821,0.3053,1.0000
tr11,kNN,23,5,GFHF,x5,0.1,0.4383,0.3536,0.9964
tr11,kNN,23,5,GFHF,x10,0.1,0.2830,0.3814,0.9951
tr11,kNN,23,10,GFHF,x1,0.1,0.2447,0.1845,1.0000
tr11,kNN,23,10,GFHF,x2,0.1,0.5835,0.3233,0.9994
tr11,kNN,23,10,GFHF,x5,0.1,0.6401,0.2730,0.9948
tr11,kNN,23,10,GFHF,x10,0.1,0.5660,0.2947,0.9923
tr11,kNN,23,20,GFHF,x1,0.1,0.3242,0.2397,1.0000
tr11,kNN,23,20,GFHF,x2,0.1,0.5876,0.2552,0.9963
tr11,kNN,23,20,GFHF,x5,0.1,0.6813,0.2290,0.9903
tr11,kNN,23,20,GFHF,x10,0.1,0.6676,0.2177,0.9860
tr11,kNN,23,30,GFHF,x1,0.1,0.4736,0.2655,0.9992
tr11,kNN,23,30,GFHF,x2,0.1,0.7027,0.2192,0.9929
tr11,kNN,23,30,GFHF,x5,0.1,0.7607,0.1685,0.9870
tr11,kNN,23,30,GFHF,x10,0.1,0.6566,0.1969,0.9602
tr11,kNN,27,1,GFHF,x1,0.1,0.1948,0.1658,1.0000
tr11,kNN,27,1,GFHF,x2,0.1,0.1932,0.2142,1.0000
tr11,kNN,27,1,GFHF,x5,0.1,0.0632,0.1753,1.0000
tr11,kNN,27,1,GFHF,x10,0.1,0.0397,0.1716,0.9967
tr11,kNN,27,5,GFHF,x1,0.1,0.1798,0.1481,1.0000
tr11,kNN,27,5,GFHF,x2,0.1,0.4758,0.3028,1.0000
tr11,kNN,27,5,GFHF,x5,0.1,0.3804,0.3703,0.9956
tr11,kNN,27,5,GFHF,x10,0.1,0.2411,0.3734,0.9944
tr11,kNN,27,10,GFHF,x1,0.1,0.2328,0.1713,1.0000
tr11,kNN,27,10,GFHF,x2,0.1,0.5816,0.3192,1.0000
tr11,kNN,27,10,GFHF,x5,0.1,0.6254,0.2719,0.9942
tr11,kNN,27,10,GFHF,x10,0.1,0.5243,0.3163,0.9921
tr11,kNN,27,20,GFHF,x1,0.1,0.3071,0.2173,1.0000
tr11,kNN,27,20,GFHF,x2,0.1,0.5792,0.2633,0.9963
tr11,kNN,27,20,GFHF,x5,0.1,0.6853,0.2296,0.9903
tr11,kNN,27,20,GFHF,x10,0.1,0.7159,0.2412,0.9858
tr11,kNN,27,30,GFHF,x1,0.1,0.4650,0.2659,0.9992
tr11,kNN,27,30,GFHF,x2,0.1,0.7023,0.2229,0.9921
tr11,kNN,27,30,GFHF,x5,0.1,0.7720,0.1670,0.9863
tr11,kNN,27,30,GFHF,x10,0.1,0.6398,0.2009,0.9601
tr11,kNN,31,1,GFHF,x1,0.1,0.1896,0.1513,1.0000
tr11,kNN,31,1,GFHF,x2,0.1,0.1767,0.2096,1.0000
tr11,kNN,31,1,GFHF,x5,0.1,0.0472,0.1368,1.0000
tr11,kNN,31,1,GFHF,x10,0.1,0.0358,0.1535,0.9967
tr11,kNN,31,5,GFHF,x1,0.1,0.1807,0.1505,1.0000
tr11,kNN,31,5,GFHF,x2,0.1,0.4632,0.2864,1.0000
tr11,kNN,31,5,GFHF,x5,0.1,0.3367,0.3743,0.9956
tr11,kNN,31,5,GFHF,x10,0.1,0.2024,0.3447,0.9938
tr11,kNN,31,10,GFHF,x1,0.1,0.2221,0.1596,1.0000
tr11,kNN,31,10,GFHF,x2,0.1,0.5812,0.3148,1.0000
tr11,kNN,31,10,GFHF,x5,0.1,0.6076,0.2749,0.9930
tr11,kNN,31,10,GFHF,x10,0.1,0.4919,0.3571,0.9919
tr11,kNN,31,20,GFHF,x1,0.1,0.2755,0.1854,1.0000
tr11,kNN,31,20,GFHF,x2,0.1,0.5638,0.2722,0.9946
tr11,kNN,31,20,GFHF,x5,0.1,0.6871,0.2266,0.9898
tr11,kNN,31,20,GFHF,x10,0.1,0.6950,0.2487,0.9849
tr11,kNN,31,30,GFHF,x1,0.1,0.4535,0.2622,0.9992
tr11,kNN,31,30,GFHF,x2,0.1,0.6999,0.2237,0.9912
tr11,kNN,31,30,GFHF,x5,0.1,0.7813,0.1633,0.9853
tr11,kNN,31,30,GFHF,x10,0.1,0.6151,0.2193,0.9593
tr11,eN,0.1,1,LLGC,x1,0.1,0.2548,0.1629,0.9889
tr11,eN,0.1,1,LLGC,x1,0.3,0.2548,0.1638,0.9889
tr11,eN,0.1,1,LLGC,x1,0.5,0.2530,0.1652,0.9889
tr11,eN,0.1,1,LLGC,x1,0.7,0.2447,0.1646,0.9889
tr11,eN,0.1,1,LLGC,x1,0.9,0.2316,0.1650,0.9889
tr11,eN,0.1,1,LLGC,x2,0.1,0.2925,0.1813,0.9889
tr11,eN,0.1,1,LLGC,x2,0.3,0.2994,0.1867,0.9889
tr11,eN,0.1,1,LLGC,x2,0.5,0.3074,0.1922,0.9889
tr11,eN,0.1,1,LLGC,x2,0.7,0.3174,0.1975,0.9889
tr11,eN,0.1,1,LLGC,x2,0.9,0.3573,0.2301,0.9889
tr11,eN,0.1,1,LLGC,x5,0.1,0.3684,0.2099,0.9933
tr11,eN,0.1,1,LLGC,x5,0.3,0.3883,0.2184,0.9933
tr11,eN,0.1,1,LLGC,x5,0.5,0.4197,0.2299,0.9933
tr11,eN,0.1,1,LLGC,x5,0.7,0.4677,0.2514,0.9933
tr11,eN,0.1,1,LLGC,x5,0.9,0.4821,0.2784,0.9933
tr11,eN,0.1,1,LLGC,x10,0.1,0.4357,0.2332,0.9878
tr11,eN,0.1,1,LLGC,x10,0.3,0.4622,0.2393,0.9878
tr11,eN,0.1,1,LLGC,x10,0.5,0.4872,0.2539,0.9878
tr11,eN,0.1,1,LLGC,x10,0.7,0.5036,0.2522,0.9878
tr11,eN,0.1,1,LLGC,x10,0.9,0.4123,0.2984,0.9878
tr11,eN,0.1,5,LLGC,x1,0.1,0.2299,0.1709,1.0000
tr11,eN,0.1,5,LLGC,x1,0.3,0.2280,0.1709,1.0000
tr11,eN,0.1,5,LLGC,x1,0.5,0.2236,0.1697,1.0000
tr11,eN,0.1,5,LLGC,x1,0.7,0.2148,0.1661,1.0000
tr11,eN,0.1,5,LLGC,x1,0.9,0.1962,0.1589,1.0000
tr11,eN,0.1,5,LLGC,x2,0.1,0.2798,0.1930,0.9989
tr11,eN,0.1,5,LLGC,x2,0.3,0.2841,0.1951,0.9989
tr11,eN,0.1,5,LLGC,x2,0.5,0.2900,0.1972,0.9989
tr11,eN,0.1,5,LLGC,x2,0.7,0.2993,0.2002,0.9989
tr11,eN,0.1,5,LLGC,x2,0.9,0.3409,0.2170,0.9989
tr11,eN,0.1,5,LLGC,x5,0.1,0.4128,0.2520,0.9933
tr11,eN,0.1,5,LLGC,x5,0.3,0.4312,0.2590,0.9933
tr11,eN,0.1,5,LLGC,x5,0.5,0.4626,0.2700,0.9933
tr11,eN,0.1,5,LLGC,x5,0.7,0.5179,0.2820,0.9933
tr11,eN,0.1,5,LLGC,x5,0.9,0.5867,0.2516,0.9933
tr11,eN,0.1,5,LLGC,x10,0.1,0.5062,0.2729,0.9913
tr11,eN,0.1,5,LLGC,x10,0.3,0.5311,0.2763,0.9913
tr11,eN,0.1,5,LLGC,x10,0.5,0.5649,0.2761,0.9913
tr11,eN,0.1,5,LLGC,x10,0.7,0.5848,0.2600,0.9913
tr11,eN,0.1,5,LLGC,x10,0.9,0.3757,0.3468,0.9913
tr11,eN,0.1,10,LLGC,x1,0.1,0.2423,0.1749,1.0000
tr11,eN,0.1,10,LLGC,x1,0.3,0.2392,0.1737,1.0000
tr11,eN,0.1,10,LLGC,x1,0.5,0.2345,0.1728,1.0000
tr11,eN,0.1,10,LLGC,x1,0.7,0.2251,0.1705,1.0000
tr11,eN,0.1,10,LLGC,x1,0.9,0.2044,0.1640,1.0000
tr11,eN,0.1,10,LLGC,x2,0.1,0.3212,0.2121,0.9963
tr11,eN,0.1,10,LLGC,x2,0.3,0.3252,0.2130,0.9963
tr11,eN,0.1,10,LLGC,x2,0.5,0.3307,0.2141,0.9963
tr11,eN,0.1,10,LLGC,x2,0.7,0.3391,0.2161,0.9963
tr11,eN,0.1,10,LLGC,x2,0.9,0.3821,0.2204,0.9963
tr11,eN,0.1,10,LLGC,x5,0.1,0.4665,0.2573,0.9902
tr11,eN,0.1,10,LLGC,x5,0.3,0.4879,0.2606,0.9902
tr11,eN,0.1,10,LLGC,x5,0.5,0.5239,0.2684,0.9902
tr11,eN,0.1,10,LLGC,x5,0.7,0.5810,0.2736,0.9902
tr11,eN,0.1,10,LLGC,x5,0.9,0.5733,0.2741,0.9902
tr11,eN,0.1,10,LLGC,x10,0.1,0.5614,0.2568,0.9895
tr11,eN,0.1,10,LLGC,x10,0.3,0.5883,0.2604,0.9895
tr11,eN,0.1,10,LLGC,x10,0.5,0.6092,0.2606,0.9895
tr11,eN,0.1,10,LLGC,x10,0.7,0.5951,0.2540,0.9895
tr11,eN,0.1,10,LLGC,x10,0.9,0.3066,0.3617,0.9895
tr11,eN,0.1,20,LLGC,x1,0.1,0.2749,0.1905,0.9983
tr11,eN,0.1,20,LLGC,x1,0.3,0.2708,0.1885,0.9983
tr11,eN,0.1,20,LLGC,x1,0.5,0.2652,0.1870,0.9983
tr11,eN,0.1,20,LLGC,x1,0.7,0.2513,0.1817,0.9983
tr11,eN,0.1,20,LLGC,x1,0.9,0.2199,0.1701,0.9983
tr11,eN,0.1,20,LLGC,x2,0.1,0.3731,0.2406,0.9913
tr11,eN,0.1,20,LLGC,x2,0.3,0.3781,0.2435,0.9913
tr11,eN,0.1,20,LLGC,x2,0.5,0.3858,0.2466,0.9913
tr11,eN,0.1,20,LLGC,x2,0.7,0.3983,0.2505,0.9913
